character	killed by	death	type
<1> Arch-Tempered Kushala Daora	Hunter (MHWI) | Excitable A-Lister	Slain by the Hunter, contracted by the Excitable A-Lister (★9 The Eye of the Storm)	
<1> Arch-Tempered Lunastra	Hunter (MHWI) | Newly Single Commission Member	Slain by the Hunter, contracted by the Newly Single Commission Member (★9 When Blue Dust Surpasses Red Lust)	
<1> Arch-Tempered Namielle	Hunter (MHWI) | Blue-eyed Hunter	Slain by the Hunter, contracted by the Blue-eyed Hunter (MR★6 The Distant Dark Tide)	
<1> Arch-Tempered Nergigante	Hunter (MHWI) | Lost Scholar	Slain by the Hunter, contracted by the Lost Scholar (★9 The Heralds of Destruction Cry)	
<1> Arch-Tempered Teostra	Hunter (MHWI) | Fourth Fleet A-Lister	Slain by the Hunter, contracted by the Fourth Fleet A-Lister (★9 The Scorn of the Sun)	
<1> Arch-Tempered Vaal Hazak	Hunter (MHWI) | Third Fleet Master	Slain by the Hunter, contracted by the Third Fleet Master (★9 The Deathly Quiet Curtain)	
<1> Arch-Tempered Velkhana	Hunter (MHWI) | Young Fiver	Slain by the Hunter, contracted by the Young Fiver (MR★6 The Place Where Winter Sleeps)	
<1> Arch-Tempered Xeno'jiiva	Hunter (MHWI) | Seeker	Slain by the Hunter, contracted by the Seeker (★9 Like a Moth to the Flame)	
<1> Azure Rathalos	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Rock N' Roll Recess)	
<1> Azure Rathalos	Hunter (MHWI) | Cool Fiver	Hunted by the Hunter, contracted by the Cool Fiver (★7 Kings Know No Fear)	
<1> Azure Rathalos	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Alt Rock Recess)	
<1> Azure Rathalos	Hunter (MHWI) | Inquisitive Handler	Hunted by the Hunter, contracted by the Inquisitive Handler (MR★4 In the Depths of the Forest)	
<1> Azure Rathalos	Hunter (MHWI) | Stupendous Crew	Hunted by the Hunter, contracted by the Stupendous Crew (★7 USJ Blazing Azure Stars!)	
<1> Banbaro	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Alt Rock Recess)	
<1> Banbaro	Hunter (MHWI) | Vice Chief Ecologist	Hunted by the Hunter, contracted by the Vice Chief Ecologist (MR★2 A New Troublemaker in Town)	
<1> Barioth	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Ballad of the Hoarfrost)	
<1> Barioth	Hunter (MHWI) | Pub Arena Manager	Hunted by the Hunter, contracted by the Pub Arena Manager (MR★3 50 Shades of White)	
<1> Barroth	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Wildspire Bolero)	
<1> Bazelgeuse	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Effluvial Opera)	
<1> Beotodus	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Ballad of the Hoarfrost)	
<1> Black Diablos	Artemis | Ranger	Slain by Artemis, contracted by a Ranger (MR★1 The New World)	
<1> Black Diablos	Hunter (MHWI) | Admiral	Hunted by the Hunter, contracted by the Admiral (MR★4 The Desert Dash)	
<1> Black Diablos	Hunter (MHWI) | Chief Botanist	Hunted by the Hunter, contracted by the Chief Botanist (★7 This is How Revolts Start)	
<1> Black Diablos	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Heavy Metal in the Waste)	
<1> Blackveil Vaal Hazak	Hunter (MHWI) | C'mon, help a feller out!	Slain by the Hunter, contracted by 'C'mon, help a feller out!' (MR★5 A Chilling Entrance)	
<1> Blackveil Vaal Hazak	Hunter (MHWI) | Eccentric Trio	Slain by the Hunter, contracted by the Eccentric Trio (MR★5 Return of the Bioweapon)	
<1> Brachydios	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Alt Rock Recess)	
<1> Brute Tigrex	Hunter (MHWI) | Analytics Director	Hunted by the Hunter, contracted by the Analytics Director (MR★6 Brand New Brute)	
<1> Brute Tigrex	Hunter (MHWI) | I thought my ears would bleed!	Hunted by the Hunter, contracted by 'I thought my ears would bleed!' (MR★6 A Roar that Splinters the Sky)	
<1> Coral Pukei-Pukei	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Symphony of the Coral)	
<1> Coral Pukei-Pukei	Hunter (MHWI) | Motivated Fourth	Hunted by the Hunter, contracted by the Motivated Fourth (MR★2 Colorful Carnival)	
<1> Coral Pukei-Pukei	Hunter (MHWI) | Overzealous Fifth	Hunted by the Hunter, contracted by the Overzealous Fifth (MR★3 Soaked and Shivering)	
<1> Deviljho	Hunter (MHWI) | Captain	Hunted by the Hunter, contracted by the Captain (★8 Silent, Deadly, and Fierce)	
<1> Diablos	Hunter (MHWI) | Chief Botanist	Hunted by the Hunter, contracted by the Chief Botanist (★7 This is How Revolts Start)	
<1> Diablos	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Wildspire Bolero)	
<1> Diablos	Hunter (MHWI) | Fidgety Fifth	Hunted by the Hunter, contracted by the Fidgety Fifth (MR★3 A Curious Experiment)	
<1> Diablos	Hunter (MHWI) | Smart Biologist	Hunted by the Hunter, contracted by the Smart Biologist (★5 Wicked Wildspire Warfare)	
<1> Dodogama	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Rock N' Roll Recess)	
<1> Dodogama	Hunter (MHWI) | Stupendous Crew	Hunted by the Hunter, contracted by the Stupendous Crew (★7 USJ Blazing Azure Stars!)	
<1> Dodogama	Hunter (MHWI) | Timid Fiver	Hunted by the Hunter, contracted by the Timid Fiver (★6 Triple Threat Throwdown)	
<1> Ebony Odogaron	Hunter (MHWI) | Analytics Director	Hunted by the Hunter, contracted by the Analytics Director (MR★4 Servants of the Vale)	
<1> Ebony Odogaron	Hunter (MHWI) | Been a while! How you doing!?	Hunted by the Hunter, contracted by 'Been a while! How you doing!?' (MR★4 Beef is Never a Mi-steak)	
<1> Ebony Odogaron	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Symphony of the Coral)	
<1> Fatalis	Hunter (MHWI) | Commander	Slain by the Hunter, contracted by the Commander (MR★6 Fade to Black)	
<1> Frostfang Barioth	Hunter (MHWI) | Huntsman	Hunted by the Hunter, contracted by the Huntsman (MR★5 Old Dog, New Trick)	
<1> Frostfang Barioth	Hunter (MHWI) | Smile Crew	Slain by the Hunter, contracted by the Smile Crew (MR★5 USJ Ballet of Frost)	
<1> Fulgur Anjanath	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Rotten Canzone)	
<1> Fulgur Anjanath	Hunter (MHWI) | Inquisitive Handler	Hunted by the Hunter, contracted by the Inquisitive Handler (MR★4 In the Depths of the Forest)	
<1> Furious Rajang	Hunter (MHWI) | Heyo! It's Me!	Hunted by the Hunter, contracted by 'Heyo! It's Me!' (MR★6 Monkey Business)	
<1> Glavenus	Hunter (MHWI) | Been a while! How you doing!?	Hunted by the Hunter, contracted by 'Been a while! How you doing!?' (MR★4 Beef is Never a Mi-steak)	
<1> Glavenus	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Heavy Metal in the Waste)	
<1> Glavenus	Hunter (MHWI) | Vice Chief Ecologist	Hunted by the Hunter, contracted by the Vice Chief Ecologist (MR★3 Fired-Up Bruisers)	
<1> Gold Rathian	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (MR★6 The Moon is a Harsh Queen)	
<1> Great Girros	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Effluvial Opera)	
<1> Great Girros	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Rotten Canzone)	
<1> Great Girros	Hunter (MHWI) | Timid Fiver	Hunted by the Hunter, contracted by the Timid Fiver (★6 Triple Threat Throwdown)	
<1> Great Jagras	Hunter (MHWI) | Chief Ecologist	Hunted by the Hunter, contracted by the Chief Ecologist (★9 The Greatest Jagras)	
<1> Great Jagras	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Deep Green Blues)	
<1> Great Jagras	Hunter (MHWI) | Fiver Bro	Hunted by the Hunter, contracted by the Fiver Bro (★4 Greeting the Gluttons)	
<1> Great Jagras	Hunter (MHWI) | Timid Fiver	Hunted by the Hunter, contracted by the Timid Fiver (★6 Triple Threat Throwdown)	
<1> Jyuratodus	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Wildspire Bolero)	
<1> Jyuratodus	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Heavy Metal in the Waste)	
<1> Kirin	Hunter (MHWI) | Huntsman	Slain by the Hunter, contracted by the Huntsman (MR★5 We Three Kings)	
<1> Kulu-Ya-Ku	Hunter (MHWI) | Analytics Director	Hunted by the Hunter, contracted by the Analytics Director (★6 Egg Lovers United)	
<1> Kulu-Ya-Ku	Hunter (MHWI) | Canteen Felyne	Hunted by the Hunter, contracted by the Canteen Felyne (★4 Ya-Ku With That?)	
<1> Kulu-Ya-Ku	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Wildspire Bolero)	
<1> Kulu-Ya-Ku	Hunter (MHWI) | Motivated Fourth	Hunted by the Hunter, contracted by the Motivated Fourth (MR★2 Colorful Carnival)	
<1> Kulve Taroth	Hunter (MHWI) | Field Team Leader	Slain by the Hunter, contracted by the Field Team Leader (MR★6 The Eternal Gold Rush)	
<1> Kushala Daora	Hunter (MHWI) | Huntsman	Slain by the Hunter, contracted by the Huntsman (MR★5 We Three Kings)	
<1> Lavasioth	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Rock N' Roll Recess)	
<1> Lavasioth	Hunter (MHWI) | Studious Biologist	Hunted by the Hunter, contracted by the Studious Biologist (MR★3 A Sky & Sea of Fire)	
<1> Legiana	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Coral Waltz)	
<1> Legiana	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Symphony of the Coral)	
<1> Legiana	Hunter (MHWI) | Overzealous Fifth	Hunted by the Hunter, contracted by the Overzealous Fifth (MR★3 Soaked and Shivering)	
<1> Lunastra	Hunter (MHWI) | Captain	Hunted by the Hunter, contracted by the Captain (★8 Silent, Deadly, and Fierce)	
<1> Namielle	Hunter (MHWI) | Huntsman	Slain by the Hunter, contracted by the Huntsman (MR★6 A Shocking Climax)	
<1> Namielle	Hunter (MHWI) | Third Fleet Master	Slain by the Hunter, contracted by the Third Fleet Master (MR★5 The Winter Blues)	
<1> Nargacuga	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Yodeling in the Forest)	
<1> Nargacuga	Hunter (MHWI) | Second Fleet Master	Hunted by the Hunter, contracted by the Second Fleet Master (MR★3 Every Hunter's Dream III)	
<1> Nargacuga	Hunter (MHWI) | Timid Fiver	Hunted by the Hunter, contracted by the Timid Fiver (MR★3 When the Swift Meets the Roar)	
<1> Nightshade Paolumu	Hunter (MHWI) | Fidgety Fifth	Hunted by the Hunter, contracted by the Fidgety Fifth (MR★3 A Curious Experiment)	
<1> Nightshade Paolumu	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Heavy Metal in the Waste)	
<1> Nightshade Paolumu	Hunter (MHWI) | Little Helpful Felyne	Hunted by the Hunter, contracted by the Little Helpful Felyne (MR★2 Paolumu Lullabies)	
<1> Nightshade Paolumu	Hunter (MHWI) | Second Fleet Master	Hunted by the Hunter, contracted by the Second Fleet Master (MR★3 Every Hunter's Dream III)	
<1> Nightshade Paolumu	Hunter (MHWI) | Yo! 'Tis I!	Hunted by the Hunter, contracted by 'Yo! 'Tis I!' (MR★2 Balloon Fight)	
<1> Odogaron	Hunter (MHWI) | Captain	Hunted by the Hunter, contracted by the Captain (★8 Silent, Deadly, and Fierce)	
<1> Odogaron	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Effluvial Opera)	
<1> Odogaron	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Rotten Canzone)	
<1> Odogaron	Hunter (MHWI) | Stylish Red Fiver	Hunted by the Hunter, contracted by the Stylish Red Fiver (★8 Code: Red)	
<1> Odogaron	Hunter (MHWI) | Third Fleet Master	Hunted by the Hunter, contracted by the Third Fleet Master (★5 Flesh Cleaved to Bone)	
<1> Paolumu	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Coral Waltz)	
<1> Paolumu	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Symphony of the Coral)	
<1> Paolumu	Hunter (MHWI) | Fiver Bro	Hunted by the Hunter, contracted by the Fiver Bro (★4 Greeting the Gluttons)	
<1> Paolumu	Hunter (MHWI) | Huntsman	Hunted by the Hunter, contracted by the Huntsman (★5 Every Hunter's Dream)	
<1> Paolumu	Hunter (MHWI) | Yo! 'Tis I!	Hunted by the Hunter, contracted by 'Yo! 'Tis I!' (MR★2 Balloon Fight)	
<1> Pink Rathian	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Coral Waltz)	
<1> Pink Rathian	Hunter (MHWI) | Former Imperial Princess	Hunted by the Hunter, contracted by the Former Imperial Princess (★7 A Royal Pain)	
<1> Pukei-Pukei	Hunter (MHWI) | Cheerful Scholar	Hunted by the Hunter, contracted by the Cheerful Scholar (★5 The Poison Posse)	
<1> Pukei-Pukei	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Deep Green Blues)	
<1> Pukei-Pukei	Hunter (MHWI) | Fiver Bro	Hunted by the Hunter, contracted by the Fiver Bro (★4 Greeting the Gluttons)	
<1> Pukei-Pukei	Hunter (MHWI) | I Hate This Forkin' Forest	Hunted by the Hunter, contracted by 'I Hate This Forkin' Forest' (★3 Where Sun Meets Moon)	
<1> Pukei-Pukei	Hunter (MHWI) | Motivated Fourth	Hunted by the Hunter, contracted by the Motivated Fourth (MR★2 Colorful Carnival)	
<1> Radobaan	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Effluvial Opera)	
<1> Radobaan	Hunter (MHWI) | Fussy Fourth	Hunted by the Hunter, contracted by the Fussy Fourth (MR★2 Hunter-Blunderer)	
<1> Radobaan	Hunter (MHWI) | Third Fleet Master	Hunted by the Hunter, contracted by the Third Fleet Master (★5 Flesh Cleaved to Bone)	
<1> Rajang	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Yodeling in the Forest)	
<1> Rajang	Hunter (MHWI) | Handler Helper Felyne	Hunted by the Hunter, contracted by the Handler Helper Felyne (MR★6 Razzled, Frazzled, and Dazzled)	
<1> Rathalos	Artemis | Ranger	Slain by Artemis, contracted by a Ranger (MR★1 To Our World)	
<1> Rathalos	Hunter (MHWI) | Cheerful Scholar	Hunted by the Hunter, contracted by the Cheerful Scholar (★5 The Poison Posse)	
<1> Rathalos	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Deep Green Blues)	
<1> Rathalos	Hunter (MHWI) | Cool Fiver	Hunted by the Hunter, contracted by the Cool Fiver (★7 Kings Know No Fear)	
<1> Rathalos	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Yodeling in the Forest)	
<1> Rathalos	Hunter (MHWI) | Huntsman	Hunted by the Hunter, contracted by the Huntsman (★5 Every Hunter's Dream)	
<1> Rathalos	Hunter (MHWI) | Studious Biologist	Hunted by the Hunter, contracted by the Studious Biologist (MR★3 A Sky & Sea of Fire)	
<1> Rathalos	Hunter (MHWI) | Stylish Red Fiver	Hunted by the Hunter, contracted by the Stylish Red Fiver (★8 Code: Red)	
<1> Rathian	Hunter (MHWI) | Cheerful Scholar	Hunted by the Hunter, contracted by the Cheerful Scholar (★5 The Poison Posse)	
<1> Rathian	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Wildspire Bolero)	
<1> Rathian	Hunter (MHWI) | Former Imperial Princess	Hunted by the Hunter, contracted by the Former Imperial Princess (★7 A Royal Pain)	
<1> Rathian	Hunter (MHWI) | Piscine Researcher	Hunted by the Hunter, contracted by the Piscine Researcher (MR★2 Camoflawed)	
<1> Savage Deviljho	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Heavy Metal in the Waste)	
<1> Savage Deviljho	Hunter (MHWI) | Former Banuk Chieftain	Hunted by the Hunter, contracted by the Former Banuk Chieftain (MR★6 Firebreak)	
<1> Savage Deviljho	Hunter (MHWI) | Smart Biologist	Hunted by the Hunter, contracted by the Smart Biologist (MR★5 A Reason Behind The Hunger)	
<1> Scarred Yian Garuga	Hunter (MHWI) | Capped Fourth	Hunted by the Hunter, contracted by the Capped Fourth (MR★6 Scars Tell the Whole Story)	
<1> Seething Bazelgeuse	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Alt Rock Recess)	
<1> Seething Bazelgeuse	Hunter (MHWI) | Hey! 'Tis I...again!	Hunted by the Hunter, contracted by 'Hey! 'Tis I...again!' (MR★5 Talk About a Party Foul...)	
<1> Shara Ishvalda	Hunter (MHWI) | And Here's My Cue!	Slain by the Hunter, contracted by 'And Here's My Cue!' (MR★6 The Naked Truth)	
<1> Shrieking Legiana	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Ballad of the Hoarfrost)	
<1> Silver Rathalos	Hunter (MHWI) | Cool Fiver	Hunted by the Hunter, contracted by the Cool Fiver (MR★6 A Glance of Silver)	
<1> Stygian Zinogre	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Ballad of the Hoarfrost)	
<1> Stygian Zinogre	Hunter (MHWI) | Fired Up Fiver	Hunted by the Hunter, contracted by the Fired Up Fiver (MR★6 Wolf Out of Hell)	
<1> Stygian Zinogre	Hunter (MHWI) | Thoughtful Hunter	Hunted by the Hunter, contracted by the Thoughtful Hunter (MR★6 The Survivor)	
<1> Tempered Anjanath	Hunter (MHWI) | Huntsman	Hunted by the Hunter, contracted by the Huntsman (★9 A Nose for an Eye)	
<1> Tempered Azure Rathalos	Hunter (MHWI) | Huntsman	Hunted by the Hunter, contracted by the Huntsman (★9 A Nose for an Eye)	
<1> Tempered Bazelgeuse	Hunter (MHWI) | Admiral	Hunted by the Hunter, contracted by the Admiral (★9 No Tomorrow for Usurpers)	
<1> Tempered Behemoth	Hunter (MHWI) | Serious Handler	Slain by the Hunter, contracted by the Serious Handler (★9 A Visitor from Eorzea (Extreme))	
<1> Tempered Blackveil Vaal Hazak	Hunter (MHWI) | Shy Scholar	Slain by the Hunter, contracted by the Shy Scholar (MR★6 Tears from Nirvana)	
<1> Tempered Brachydios	Hunter (MHWI) | Hey yo! It's me!	Hunted by the Hunter, contracted by 'Hey yo! It's me!' (MR★5 Scores of Ores)	
<1> Tempered Deviljho	Hunter (MHWI) | Analytics Director	Hunted by the Hunter, contracted by the Analytics Director (★9 Relish the Moment)	
<1> Tempered Frostfang Barioth	Hunter (MHWI) | Reliable Fiver	Hunted by the Hunter, contracted by the Reliable Fiver (MR★6 The Last White Knight)	
<1> Tempered Furious Rajang	Hunter (MHWI) | Grammeowster Chef	Hunted by the Hunter, contracted by the Grammeowster Chef (MR★6 Mew are Number One!)	
<1> Tempered Kushala Daora	Hunter (MHWI) | Retrospective Second	Slain by the Hunter, contracted by the Retrospective Second (MR★6 In the Tempest's Wake)	
<1> Tempered Lavasioth	Hunter (MHWI) | Excitable A-Lister	Hunted by the Hunter, contracted by the Excitable A-Lister (★9 The Name's Lavasioth!)	
<1> Tempered Legiana	Hunter (MHWI) | Tracker	Hunted by the Hunter, contracted by the Tracker (★9 Snow & Cherry Blossoms)	
<1> Tempered Lunastra	Hunter (MHWI) | Commander	Slain by the Hunter, contracted by the Commander (MR★6 The Cold Never Bothered Me)	
<1> Tempered Lunastra	Hunter (MHWI) | That's the New World for You!	Slain by the Hunter, contracted by the 'That's the New World for You!' (★9 The Thronetaker)	
<1> Tempered Nargacuga	Hunter (MHWI) | Seliana Armory	Hunted by the Hunter, contracted by the Seliana Armory (MR★5 The Assassin)	
<1> Tempered Nergigante	Hunter (MHWI) | That's the New World for You!	Slain by the Hunter, contracted by the 'That's the New World for You!' (★9 The Thronetaker)	
<1> Tempered Pink Rathian	Hunter (MHWI) | Tracker	Hunted by the Hunter, contracted by the Tracker (★9 Snow & Cherry Blossoms)	
<1> Tempered Ruiner Nergigante	Hunter (MHWI) | Commander	Slain by the Hunter, contracted by the Commander (MR★6 Ode to the Destruction)	
<1> Tempered Teostra	Hunter (MHWI) | Huntsman	Slain by the Hunter, contracted by the Huntsman (MR★6 Day of Ruin)	
<1> Tempered Teostra	Hunter (MHWI) | That's the New World for You!	Slain by the Hunter, contracted by the 'That's the New World for You!' (★9 The Thronetaker)	
<1> Tempered Zinogre	Hunter (MHWI) | Timid Fiver	Hunted by the Hunter, contracted by the Timid Fiver (MR★6 The Wrath of Thunder Descends)	
<1> Teostra	Hunter (MHWI) | Huntsman	Slain by the Hunter, contracted by the Huntsman (MR★5 We Three Kings)	
<1> Teostra	Hunter (MHWI) | Stylish Red Fiver	Hunted by the Hunter, contracted by the Stylish Red Fiver (★8 Code: Red)	
<1> Tigrex	Hunter (MHWI) | Admiral	Hunted by the Hunter, contracted by the Admiral (MR★4 The Desert Dash)	
<1> Tigrex	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Rotten Canzone)	
<1> Tigrex	Hunter (MHWI) | Meowscular Chef	Hunted by the Hunter, contracted by the Meowscular Chef (MR★3 Seeing is Believing)	
<1> Tigrex	Hunter (MHWI) | Timid Fiver	Hunted by the Hunter, contracted by the Timid Fiver (MR★3 When the Swift Meets the Roar)	
<1> Tobi-Kadachi	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Deep Green Blues)	
<1> Tobi-Kadachi	Hunter (MHWI) | I Hate This Forkin' Forest	Hunted by the Hunter, contracted by 'I Hate This Forkin' Forest' (★3 Where Sun Meets Moon)	
<1> Tobi-Kadachi	Hunter (MHWI) | Overzealous Fifth	Hunted by the Hunter, contracted by the Overzealous Fifth (MR★2 Kadachi Twins)	
<1> Tzitzi-Ya-Ku	Hunter (MHWI) | Canteen Felyne	Hunted by the Hunter, contracted by the Canteen Felyne (★4 Ya-Ku With That?)	
<1> Tzitzi-Ya-Ku	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Coral Waltz)	
<1> Tzitzi-Ya-Ku	Hunter (MHWI) | Motivated Fourth	Hunted by the Hunter, contracted by the Motivated Fourth (MR★2 Colorful Carnival)	
<1> Uragaan	Hunter (MHWI) | Commander	Hunted by the Hunter, contracted by the Commander (★7 Rock N' Roll Recess)	
<1> Uragaan	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Alt Rock Recess)	
<1> Uragaan	Hunter (MHWI) | Vice Chief Ecologist	Hunted by the Hunter, contracted by the Vice Chief Ecologist (MR★3 Fired-Up Bruisers)	
<1> Velkhana	Hunter (MHWI) | C'mon, help a feller out!	Slain by the Hunter, contracted by 'C'mon, help a feller out!' (MR★5 A Chilling Entrance)	
<1> Velkhana	Hunter (MHWI) | Smile Crew	Slain by the Hunter, contracted by the Smile Crew (MR★5 USJ Shine On Forever)	
<1> Velkhana	Hunter (MHWI) | Third Fleet Master	Slain by the Hunter, contracted by the Third Fleet Master (MR★5 The Winter Blues)	
<1> Viper Tobi-Kadachi	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Ballad of the Hoarfrost)	
<1> Viper Tobi-Kadachi	Hunter (MHWI) | Fussy Fourth	Hunted by the Hunter, contracted by the Fussy Fourth (MR★2 Hunter-Blunderer)	
<1> Viper Tobi-Kadachi	Hunter (MHWI) | Overzealous Fifth	Hunted by the Hunter, contracted by the Overzealous Fifth (MR★2 Kadachi Twins)	
<1> Xeno'jiiva	Hunter (MHWI) | Third Fleet Senior Scholar	Slain by the Hunter, contracted by the Third Fleet Senior Scholar (★9 Keeper of the Otherworld)	
<1> Yian Garuga	Hunter (MHWI) | Afternoon! Tis I!	Hunted by the Hunter, contracted by 'Afternoon! Tis I!' (MR★6 Don't Forget The Earplugs!)	
<1> Yian Garuga	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Yodeling in the Forest)	
<1> Yian Garuga	Hunter (MHWI) | Gullible Palico	Hunted by the Hunter, contracted by the Gullible Palico (MR★6 I Am Tranquil, I Am Sound)	
<1> Zinogre	Hunter (MHWI) | Analytics Director	Hunted by the Hunter, contracted by the Analytics Director (MR★6 A Farewell to Zinogre)	
<1> Zinogre	Hunter (MHWI) | Daughter of An Outcast	Hunted by the Hunter, contracted by the Daughter of An Outcast (MR★6 Into the Frozen Wilds)	
<1> Zinogre	Hunter (MHWI) | Entomologist	Hunted by the Hunter, contracted by the Entomologist (MR★6 Moonlit Howl)	
<1> Zinogre	Hunter (MHWI) | Field Team Leader	Hunted by the Hunter, contracted by the Field Team Leader (MR★6 Symphony of the Coral)	
<1> Zinogre	Hunter (MHWI) | Huntsman	Hunted by the Hunter, contracted by the Huntsman (MR★6 A Shocking Climax)	
