character	killed by	death	type
<1> civilian	Mars | Augustus	Impaled on a wooden spike by Mars during a hit on Felix ordered by Augustus (undone via Quicksave's Power)	undone
<1> clown	Ryan Romano	Crushed under a statue of Jean-Stéphanie by Ryan Romano	
<1> clown	Ryan Romano	Head smashed against the floor by Ryan Romano (undone via Quicksave's Power)	undone
<1> clown	Ryan Romano	Legs sliced clean off by Ryan Romano and crushed with his own token (undone via Quicksave's Power)	undone
<1> clown	Ryan Romano	Murdered and devoured by Ryan Romano	
<1> clown	Ryan Romano	Stabbed in the back of the head with a thrown knife by Ryan Romano (undone via Quicksave's Power)	undone
<1> dog drone	Livia Augusti | Ryan Romano	Shot by Livia Augusti with a coil gun provided by Ryan Romano (undone via Quicksave's Power)	undone
<1> dog drone	Panda | Ryan Romano	Flattened by the Panda on orders from Ryan Romano (undone via Quicksave's Power)	undone
<1> dog drone	Ryan Romano	Punched and crashed against a wall by Ryan Romano (undone via Quicksave's Power)	undone
<1> drug addict captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> drug addict captive	Ryan Romano | Psyshock	Head destroyed with a punch by Ryan Romano to prevent her from being overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> engineer	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> gold clown	Ryan Romano	Beheaded with a katana by Ryan Romano (undone via Quicksave's Power)	undone
<1> hound drone		Blasted with a laser minigun by a Dynamis guard (undone via Quicksave's Power)	undone
<1> lamb	Ryan Romano	Sent within Monaco and nuked by Ryan Romano (undone via Quicksave's Power)	undone
<1> man	Bacchus | Augustus	Died of 'Bliss' overdose while being used as a test subject by Bacchus, sent to him by Augustus (undone via Quicksave's Power)	undone
<1> man	James Poole | Eva Fabre	Crushed underfoot by James Poole, caused by Eva Fabre's Elixir Experiments	
<1> mink	Alain Tyrano	Murdered during an experiment to create the Monster Girl Project by Alain Tyrano	
<1> ninja clown	Ryan Romano	Slain with a katana by Ryan Romano (undone via Quicksave's Power)	undone
<1> prostitute	Mars | Augustus	Torn in half with a thrown spear by Mars during a hit on Felix ordered by Augustus (undone via Quicksave's Power)	undone
<1> robot	Ryan Romano	Smashed with a punch by Ryan Romano (undone via Quicksave's Power)	undone
<1> spaceship's biomechanical brain	Ryan Romano | Black Ultimate One	Consumed by Black Flux, infected by Ryan Romano and Black Flux provided by the Black Ultimate One	
<1> technician	Alphonse Manada | Psyshock	Blasted with a gamma ray by Alphonse Manada due to Psyshock's brainwashing (undone via Quicksave's Power)	undone
<1> turret	Ryan Romano	Shot with a coil gun by Ryan Romano (undone via Quicksave's Power)	undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> woman	Eva Fabre	Incinerated herself, caused by Eva Fabre's Elixir Experiments	
<2+> Mechron's sons		Murdered by the Serbians at Srebrenica	
<2+> dog drones	Panda | Ryan Romano	Crushed by the Panda on orders from Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2+> dogs	Mongrel	Incinerated by Mongrel (plural) (undone via Quicksave's Power)	undone
<2+> firecrackers	Ryan Romano	Murdered with a katana by Ryan Romano (plural)	
<2+> magicians	Ryan Romano	Murdered with a katana by Ryan Romano (plural)	
<2+> ringmasters	Ryan Romano	Murdered with a katana by Ryan Romano (plural)	
<2+> robots	Fortuna Veran | Ryan Romano	Crushed under the collapsing ceiling via Fortuna Veran's Power, during a raid led by Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2+> robots	Fortuna Veran | Ryan Romano	Laser guns blew up in their faces via Fortuna Veran's Power, during a raid led by Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2+> robots	Fortuna Veran | Ryan Romano	Shot with friendly fire via Fortuna Veran's Power, during a raid led by Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2+> robots	Gemini | Ryan Romano	Destroyed by Gemini on orders from Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2+> robots	Gemini | Ryan Romano	Torn apart with her shadow by Gemini on orders from Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2+> robots	Sarin | Ryan Romano	Blasted with shockwaves by Sarin on orders from Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2+> strongmen	Ryan Romano	Murdered with a katana by Ryan Romano (plural)	
<2,000+> clowns	Ryan Romano	Murdered by Ryan Romano (thousands mentioned)	
<2,000+> people	Alphonse Manada	Incinerated alongside their town with radiation by Alphonse Manada (thousands mentioned)	
<2,000+> people	Augustus | Alphonse Manada	Murdered during the destruction of Malta caused by Augustus and Alphonse Manada (thousands mentioned)	
<2,000,000+> people	Augustus | Alphonse Manada	Murdered as collateral damage during the war waged between the Augusti and Dynamis, led by Augustus and Alphonse Manada respectively (millions mentioned) (undone via Quicksave's Power)	undone
<2,000,000+> people	Augustus | Leonard Hargraves | Alphonse Manada	Murdered as collateral damage during the war waged between the Augusti, the Carnival and Dynamis, led by Augustus, Leonard Hargraves and Alphonse Manada respectively (millions mentioned) (undone via Quicksave's Power)	undone
<2,000,000+> people	Bloodstream	DNA overwritten and body devoured by Bloodstream (millions mentioned) (undone via Quicksave's Power)	undone
<2,000,000,000+> people	Eva Fabre	Died when Eva Fabre experimented with Elixirs on a global scale, mostly due to being murdered by Psychos and other Genomes, and during the Genome Wars she caused (billions mentioned)	
<2,000,000,000+> people	Mechron	Murdered during the Genome Wars by Mechron's robot army (millions or billions mentioned)	
<20+> guards	Augustus	Beaten to death by other guards on orders from Augustus (one tenth of at least 200 mentioned) (undone via Quicksave's Power)	undone
<20,000+> people	Bacchus | Narcinia Veran | Mars | Venus | Augustus	Dying each year from drug usage, 'Bliss' manufactured by Bacchus, and Narcinia Veran on orders from Mars and Venus, sold by the Augusti on orders from Augustus	
<200+> aliens		Slaughtered by alien robots aboard the spaceship (hundreds mentioned)	
<200+> people	Eva Fabre	Died while used as test subjects during the 2002 disappearances, caused by Eva Fabre's Elixir Experiments (hundreds mentioned)	
<200+> people	Ghoul	Murdered by Ghoul (hundreds mentioned)	
<20> Dynamis helicopter troops	Geist	Blown up alongside their helicopter with their own projectiles by Geist (2 helicopters mentioned, helicopters said to carry 10 soldiers) (undone via Quicksave's Power)	undone
<20> Dynamis helicopter troops	Neptune	Blown up alongside their helicopter by Neptune (2 helicopters mentioned, helicopters said to carry 10 soldiers) (undone via Quicksave's Power)	undone
<20> other Station Orpheon researchers	Eva Fabre	Murdered during a bacteria outbreak caused by Eva Fabre (22 mentioned minus 2 named)	
<24+> clowns	Ryan Romano	Slaughtered with a katana by Ryan Romano (dozens mentioned) (undone via Quicksave's Power)	undone
<24> Dynamis guards	Plushie | Ryan Romano	Hanged over an open archway with their own intestines by Ryan Romano's Plushie (two dozens mentioned) (undone via Quicksave's Power)	undone
<25+> Suitestown residents	Jean-Stéphanie	Murdered and devoured by the clowns, or took their own lives while trapped within Monaco by Jean-Stéphanie (half of fifty mentioned) (undone via Quicksave's Power)	undone
<2> Meta-Gang snipers	Ryan Romano | Vulcan | Pluto | Augustus	Shot by Ryan Romano during a hit led by Vulcan, ordered by Pluto and Augustus (undone via Quicksave's Power)	undone
<2> armed thralls	Plushie | Ryan Romano | Psyshock	Hanged from the ceiling with their own intestines by Ryan Romano's Plushie due to Psyshock's brainwashing (undone via Quicksave's Power)	undone
<2> clowns	Ryan Romano	Impaled with a katana by Ryan Romano (undone via Quicksave's Power)	undone
<2> one-eyed robots	Fortuna Veran | Ryan Romano	Shot with their own Gauss Railgun via Fortuna Veran's Power, during a raid led by Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2> robots	Ryan Romano	Shot with a coil gun by Ryan Romano (undone via Quicksave's Power)	undone
<2> turrets	Ryan Romano	Shot with a coil gun by Ryan Romano (undone via Quicksave's Power)	undone
<2> undead	Ryan Romano	Collapsed when Mercury was knocked out with a punch by Ryan Romano	
<3+> Chitter's rats	Adam Fontaine	Stomped on by Adam Fontaine (several mentioned) (undone via Quicksave's Power)	undone
<3+> Meta-Gang members	Devilry | Wyvern	Shot by Dynamis squadrons including Devilry and Wyvern (undone via Quicksave's Power)	undone
<3+> bandits	Bloodstream	Massacred by Bloodstream (several mentioned)	
<3+> brainwashed cannon fodder	Psyshock	Incinerated by a Dynamis guard due to Psyshock's brainwashing (several mentioned) (undone via Quicksave's Power)	undone
<3+> brainwashed suicide bombers	Psyshock	Blew themselves up due to Psyshock's brainwashing (several mentioned) (undone via Quicksave's Power)	undone
<3+> clowns	Simon	Blasted with a shotgun by Simon (several mentioned) (undone via Quicksave's Power)	undone
<3+> gremlins	Plushie | Ryan Romano	Disintegrated with laser beams by Ryan Romano's Plushie (several mentioned) (undone via Quicksave's Power)	undone
<3+> kamikaze undead	Panda | Ryan Romano	Blew themselves up after being thrown into the sea by the Panda on orders from Ryan Romano (several mentioned)	
<3+> people	Plushie | Ryan Romano	Gutted and strung to trees with their own intestines by Ryan Romano's Plushie (several mentioned) (undone via Quicksave's Power)	undone
<3+> puppies	Ryan Romano	Sent to their deaths within Monaco by Ryan Romano (several mentioned) (undone via Quicksave's Power)	undone
<3+> thralls	Darkling | Ryan Romano | Psyshock	Devoured by Darkling on orders from Ryan Romano due to Psyshock's brainwashing (several mentioned) (undone via Quicksave's Power)	undone
<3+> thralls	Plushie | Ryan Romano | Psyshock	Slaughtered by Ryan Romano's Plushie due to Psyshock's brainwashing (several mentioned) (undone via Quicksave's Power)	undone
<3+> undead	Atom Cat | Ryan Romano	Blown up by Atom Cat on orders from Ryan Romano (several mentioned)	
<3+> undead	Frank | Ryan Romano	Crushed underfoot by Frank on orders from Ryan Romano (several mentioned)	
<3+> undead	Helen | Mars | Ryan Romano	Blown up by Helen teleporting Mars' bombs on orders from Ryan Romano (several mentioned)	
<3+> undead	Ryan Romano	Blasted to pieces by Ryan Romano (several mentioned)	
<3,000,000+> people	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (2 or 3 millions mentioned) (undone via Quicksave's Power)	undone
<300+> Augusti henchman	Land | Psyshock | Acid Rain | Adam Fontaine	Crushed and blasted by the Land, or lasered by a Mechron robot controlled by Psyshock, or melted with acid by Acid Rain in an attack ordered by Adam Fontaine (undone via Quicksave's Power)	undone
<3> Costa farmers		Murdered by marauders	
<3> clowns	Ryan Romano	Sliced with a katana by Ryan Romano (undone via Quicksave's Power)	undone
<3> thralls	Frank | Ryan Romano | Sarin | Psyshock	Crushed with an arcade machine by Frank, via manipulation by Ryan Romano and Sarin, due to Psyshock's brainwashing (undone via Quicksave's Power)	undone
<4+> clowns	Ryan Romano	Slaughtered with a katana by Ryan Romano (minimum counted) (undone via Quicksave's Power)	undone
<4+> robots	Frank | Ryan Romano	Bull-rushed by Frank on orders from Ryan Romano (squadron mentioned) (undone via Quicksave's Power)	undone
<43+> other Costa farmers	Augustus	Murdered by Augustus, during the Massacre at the Costa Farm (50 mentioned, minus named characters)	
<4> Brooklyn residents	Adam Fontaine	Murdered and cannibalized by Adam Fontaine	
<4> Dynamis drones	Livia Augusti	Smashed with Ryan's Fisty Brothers by Livia Augusti, as part of Ryan Romano's Perfect Run plan	
<4> Dynamis drones	Ryan Romano	Shot with a coil gun by Ryan Romano (undone via Quicksave's Power)	undone
<4> ninja clowns	Ryan Romano	Murdered with a katana by Ryan Romano	
<500,000+> Mechron's robots	Leonard Hargraves | Pythia	Destroyed by various Genomes of the Anti-Mechron Front, led by Leonard Hargraves and coordinated by Pythia (mentioned to outnumber the Anti-Mechron Front Genomes (stated to be 500+ people) more than one thousand to one)	
<5> Made Men	Shroud	Poisoned, blown up, drowned and/or suffocated, all assassinated by Shroud (undone via Quicksave's Power)	undone
<5> clowns	Ryan Romano	Disemboweled with a katana by Ryan Romano (undone via Quicksave's Power)	undone
<6> Mechron's biomechanical brains	Black Ultimate One | Mechron	Annihilated at the atomic level by the Black Ultimate One through the portal to the Black World accidentally opened by Mechron	
<8> other Clones	Alphonse Manada	Destroyed alongside Lab Sixty-Six by Alphonse Manada (dozen clones mentioned, minus identified ones) (undone via Quicksave's Power)	undone
<8> other Clones	Boris | Enrique Manada | Ryan Romano	Blown up alongside Lab Sixty-Six by Enrique Manada's men, including Boris, as part of Ryan Romano's Perfect Run plan	
Ace	Bloodstream	Impaled through the throat with a blood projectile and DNA overwritten by Bloodstream (undone via Quicksave's Power)	undone
Acid Rain	Augustus	Incinerated with lightning by Augustus (undone via Quicksave's Power)	undone
Acid Rain	Mortimer | Livia Augusti | Ryan Romano | Panda	Shot in the back of the skull by Mortimer on orders from Livia Augusti, after having been shot in the chest by Ryan Romano and having had her ribs broken by Panda (undone via Quicksave's Power)	undone
Adam Fontaine	Darkling | Ryan Romano	Devoured by Darkling when Ryan Romano shot the bottle it was contained in (undone via Quicksave's Power)	undone
Adam Fontaine	Darkling | Sarin | Ryan Romano	Devoured by Darkling when Sarin broke the bottle it was contained in on orders from Ryan Romano (undone via Quicksave's Power)	undone
Adam Fontaine	Len Sabino | Panda | Livia Augusti | Ryan Romano	Drowned within a water bubble by Len Sabino after being incapacitated by the Panda and having both eyes shot out by Livia Augusti, all led by Ryan Romano (undone via Quicksave's Power)	undone
Adam Fontaine	Ryan Romano	Incinerated from within after being forced to swallow an atomic bomb by Ryan Romano	
Alain Tyrano	Bloodstream	Drowned and devoured by Bloodstream (undone via Quicksave's Power)	undone
Alchemo	Bloodstream	DNA overwritten by Bloodstream (undone via Quicksave's Power)	undone
Alchemo	Plushie | Ryan Romano	Brain vaporized with laser beams by Ryan Romano's Plushie (undone via Quicksave's Power)	undone
Alice	Augustus	Murdered by Augustus, during the Massacre at the Costa Farm	
Ambrosio	Eva Fabre	Shot on orders from Eva Fabre	
Asmodeus		Slain by unknown Genomes during the Genome Wars	
Atom Cat	Acid Rain	Gutted vertically by Acid Rain (undone via Quicksave's Power)	undone
Atom Cat	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Atom Cat	Alphonse Manada	Drowned and/or blasted during Alphonse Manada's bombardment of Len's underwater base (undone via Quicksave's Power)	undone
Atom Cat	Bloodstream	DNA overwritten by Bloodstream, presumed by Ryan (undone via Quicksave's Power)	undone
Augustus		Eventually died of his brain cancer during the following two years	
Augustus	Ryan Romano	Punched through the chest by Ryan Romano (alternate reality shown by the Ultimate Violet One)	alternate
Benny	Augustus	Skull torn off when backhanded by Augustus, during the Massacre at the Costa Farm	
Bloodstream	Alchemo	Knockoff Elixir Clone incinerated with flamethrowers by Alchemo (undone via Quicksave's Power)	alternate | undone
Bloodstream	Len Sabino | Alain Tyrano	Euthanized via having its cells destroyed by Len Sabino using Alain Tyrano's failsafe	
Bloodstream	Leonard Hargraves | Mr. Wave | Ryan Romano	Incinerated by Leonard Hargraves after being incapacitated by Mr. Wave, Carnival led to him by Ryan Romano (cell samples preserved by Alphonse Manada and later cloned by Dr. Tyrano)	revived
Bruno Costa	Augustus	Torn in half below the waist with a lightning strike by Augustus, during the Massacre at the Costa Farm	
Catcher	Plushie | Ryan Romano	Stabbed in the eye and garrotted with intestines by Ryan Romano's Plushie, later scalped as well (undone via Quicksave's Power)	undone
Cesare Sabino		Died during the bombing of Italy	
Cesare Sabino's grandmother		Died of cancer	
Chitter	Pluto | Augustus	Murdered by Pluto after she marked them for death on orders from Augustus (undone via Quicksave's Power)	undone
Chitter	Shroud	Blown up alongside Zanbato's house by Shroud (undone via Quicksave's Power)	undone
Darkling	Ryan Romano	Dissipated into nothingness after Ryan Romano shot the bottle it was contained in (undone via Quicksave's Power)	undone
Devilry	Alphonse Manada	Clone destroyed alongside Lab Sixty-Six by Alphonse Manada (undone via Quicksave's Power)	alternate | undone
Devilry	Boris | Enrique Manada | Ryan Romano	Clone blown up alongside Lab Sixty-Six by Enrique Manada's men, including Boris, as part of Ryan Romano's Perfect Run plan	alternate
Donna	Augustus	Incinerated with a lightning strike by Augustus, during the Massacre at the Costa Farm	
Enrique Manada	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Eva Fabre	Andreas Torque	Simulated Clone shot in the head by Andreas Torque (Eva-One remains alive)	alternate
Eva Fabre	Eva Fabre	Eva-8 accidentally shot herself when she triggered an alien weapon (Eva-One remains alive)	alternate
Eva Fabre	Len Sabino	Simulated Clone beheaded with a stream of pressurized water by Len Sabino (Eva-One remains alive)	alternate
Eva Fabre	Ryan Romano | Black Ultimate One	Consumed by Black Flux, infected by Ryan Romano and Black Flux provided by the Black Ultimate One	
Fortuna Veran	Land | Adam Fontaine	Crushed and blasted by the Land, in an attack ordered by Adam Fontaine (undone via Quicksave's Power)	undone
Fortuna Veran	Pluto | Augustus | Mars | Venus | Violet Ultimate One	Shot in the chest by Pluto, who was hunting Felix on orders from Augustus, authorized by Mars and Venus, orchestrated by the Violet Ultimate One (undone via Quicksave's Power)	undone
Frank	Alphonse Manada	Chest punched through by Alphonse Manada (undone via Quicksave's Power)	undone
Frank	Augustus	Head melted with lightning by Augustus (undone via Quicksave's Power)	undone
Gaius Julius Caesar		Assassinated during the Roman Republic Era	
Geist	Mechron	Body turned to dust by Mechron's nanoplague (remained as a ghost via his Power)	physical
Geist	Ryan Romano | Geist | Black Ultimate One	Split in half with a punch of Black Flux by Ryan Romano on his own request, Black Flux provided to Ryan by the Black Ultimate One	
Gemini	Mechron	Dismembered by eight of Mechron's robots (undone via Quicksave's Power)	undone
Geoff	Jean-Stéphanie	Murdered and devoured by the clowns while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Ghoul	Darkling | Sarin | Ryan Romano	Devoured by Darkling when Sarin broke the bottle it was contained in on orders from Ryan Romano (undone via Quicksave's Power)	undone
Giulia	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
Grunt 1	Shroud	Torn to shreds by sharp glass shards by Shroud (undone via Quicksave's Power)	undone
Grunt 2	Shroud	Torn to shreds by sharp glass shards by Shroud (undone via Quicksave's Power)	undone
Gruntie	Shroud	Torn to shreds by sharp glass shards by Shroud (undone via Quicksave's Power)	undone
Helen	Bloodstream	DNA overwritten by Bloodstream (undone via Quicksave's Power)	undone
Incognito	Ryan Romano	Shot in the skull and the chest by Ryan Romano (undone via Quicksave's Power)	undone
Ink Machine	Mechron	Incinerated with laser beams by five of Mechron's robots (undone via Quicksave's Power)	undone
Ink Machine	Plushie | Ryan Romano	Torso disintegrated with laser beams by Ryan Romano's Plushie (undone via Quicksave's Power)	undone
Jason Hopfield	James Poole | Eva Fabre	Gutted chin to groin by James Poole, caused by Eva Fabre's Elixir Experiments	
Jean	Jean-Stéphanie	Murdered and devoured by the clowns while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Jean-Paul II		Died from natural causes	
Jesse	Mechron	Died fighting Mechron's robot army	
Julie Costa	Augustus	Arm cut off and head crushed with his fists by Augustus, during the Massacre at the Costa Farm	
Juno Augusti	Leonard Hargraves	Caught in the crossfire between the Carnival and the Augusti, accidentally murdered by Leonard Hargraves	
Land	Ryan Romano | Chitter	Bisected below the waist by Ryan Romano and devoured by Chitter's rats (undone via Quicksave's Power)	undone
Lanka	Shroud	Blown up alongside Zanbato's house by Shroud (undone via Quicksave's Power)	undone
Len Sabino	Acid Rain	Blown up with a rain of grenades by Acid Rain (undone via Quicksave's Power)	undone
Len Sabino	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Len Sabino	Alphonse Manada	Drowned and/or blasted during Alphonse Manada's bombardment of her underwater base (undone via Quicksave's Power)	undone
Len Sabino	Bloodstream	DNA overwritten and body devoured by Bloodstream (undone via Quicksave's Power)	undone
Leonard Hargraves	Leonard Hargraves	Blew himself up by going supernova in order to destroy the portal to the Black World (body reconstructed via his core)	revived
Leonard Hargraves	Leonard Hargraves	Blew himself up by going supernova in order to kill Augustus (undone via Quicksave's Power)	undone
Little Jesus	Augustus	Fried alive by Augustus	
Livia Augusti	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Luca	Augustus	Murdered by Augustus, during the Massacre at the Costa Farm	
Luigi	Shroud	Torn to shreds by sharp glass shards by Shroud (undone via Quicksave's Power)	undone
Martine	Jean-Stéphanie	Murdered and devoured by the clowns in a supply run gone wrong while trapped within Monaco by Jean-Stéphanie (undone via Quicksave's Power)	undone
Mechron	Black Ultimate One | Mechron	Annihilated at the atomic level by the Black Ultimate One through the portal to the Black World he accidentally opened	
Mongrel	Alphonse Manada	Split in half with a particle beam by Alphonse Manada (undone via Quicksave's Power)	undone
Mongrel	Atom Cat	Vaporized with an explosion by Atom Cat (undone via Quicksave's Power)	undone
Mongrel	Cancel | Vulcan | Ryan Romano	Impaled and fried with a staff by Cancel on orders from Vulcan and Ryan Romano (undone via Quicksave's Power)	undone
Mongrel	Ryan Romano	Shot in the face with a submachine gun by Ryan Romano (undone via Quicksave's Power)	undone
Mosquito	Alphonse Manada	Charboiled with radiation by Alphonse Manada (undone via Quicksave's Power)	undone
Mosquito	Cancel | Vulcan | Ryan Romano | Len Sabino	Face stomped with a staff by Cancel on orders from Vulcan and Ryan Romano, after having had his arm and wing cut off by Len Sabino and been beaten bloody by Ryan Romano (undone via Quicksave's Power)	undone
Mosquito	Ryan Romano	Ran over by Ryan Romano (undone via Quicksave's Power)	undone
Mosquito	Ryan Romano	Vaporized alongside Rust Town with an atomic bomb by Ryan Romano (undone via Quicksave's Power)	undone
Mosquito	Wyvern	Died in emergency care, of his wounds or assassinated, sent there after being swatted by Wyvern (undone via Quicksave's Power)	undone
Narcinia Veran	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Night Terror	Ryan Romano	Shot twice in the head by Ryan Romano (undone via Quicksave's Power)	undone
Panda	Alphonse Manada	Clone destroyed alongside Lab Sixty-Six by Alphonse Manada (undone via Quicksave's Power)	alternate | undone
Panda	Boris | Enrique Manada | Ryan Romano	Clone blown up alongside Lab Sixty-Six by Enrique Manada's men, including Boris, as part of Ryan Romano's Perfect Run plan	alternate
Paulie	Mortimer | Vulcan | Pluto | Augustus	Fell through a wall destroyed by Mortimer during a hit led by Vulcan, ordered by Pluto and Augustus (undone via Quicksave's Power)	undone
Penanggalan	Ryan Romano	Punched through a wall by Ryan Romano (undone via Quicksave's Power)	undone
Piero	Augustus	Head destroyed with a lightning strike by Augustus, during the Massacre at the Costa Farm	
Pierre	Eva Fabre	Murdered during a bacteria outbreak caused by Eva Fabre	
Pluto	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Pluto	Fortuna Veran	Shot in the forehead by Fortuna Veran (undone via Quicksave's Power)	undone
Psyshock	Cancel | Livia Augusti | Ryan Romano	Executed by Cancel while his Power was nullified on orders from Livia Augusti and Ryan Romano (undone via Quicksave's Power)	undone
Psyshock	Cancel | Livia Augusti | Ryan Romano	Presumably executed by Cancel while his Power was nullified on orders from Livia Augusti and Ryan Romano	
Psyshock	Cancel | Vulcan | Ryan Romano	Impaled through the skull with a staff by Cancel while his Power was nullified on orders from Vulcan and Ryan Romano (undone via Quicksave's Power)	undone
Psyshock	Frank | Ryan Romano | Sarin	Head exploded with a punch by Frank, via manipulation by Ryan Romano and Sarin (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
Psyshock	Mortimer | Cancel | Ryan Romano	Shot twice in the head by Mortimer, while his Power was nullified by Cancel, opportunity provided by Ryan Romano (undone via Quicksave's Power)	undone
Psyshock	Plushie | Ryan Romano	Brain vaporized with a laser beam by Ryan Romano's Plushie (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
Psyshock	Psyshock | Len Sabino	Shattered his own skull with his tentacle to escape Len Sabino's bubble (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
Psyshock	Psyshock | Shroud | Ryan Romano	Committed suicide instead of being captured by Shroud on a tip from Ryan Romano (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
Psyshock	Ryan Romano	Blown up by Ryan Romano with an explosive belt (undone via Quicksave's Power)	undone
