character	killed by	death	type
<8> Soldier	Ritsuka Fujimaru | Mash Kyrielight | Mata Hari (Assassin)	Defeated by Ritsuka Fujimaru's party (Meltdown Lover)	
<8> Soldier	Ritsuka Fujimaru | Mash Kyrielight | Siegfried (Saber)	Defeated by Ritsuka Fujimaru's party (In Search of Das Rheingold)	
<8> Terror Ghost	Ritsuka Fujimaru | Mash Kyrielight | Chevalier d'Éon (Saber)	Defeated by Ritsuka Fujimaru's party (In the Name of the White Lily)	
<8> Zombie	Ritsuka Fujimaru | Mash Kyrielight | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Unsweet Honeymoon)	
<9> Bandit	Ritsuka Fujimaru | Mash Kyrielight | Karna (Lancer)	Defeated by Ritsuka Fujimaru's party (Heroic Spirit of the Charity)	
<9> Soldier	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Lily (Saber)	Defeated by Ritsuka Fujimaru's party (Maiden Knight of Flowers)	
<9> Soldier	Ritsuka Fujimaru | Mash Kyrielight | Robin Hood (Archer)	Defeated by Ritsuka Fujimaru's party (Hunter of the Forest)	
<9> Werewolf	Ritsuka Fujimaru | Mash Kyrielight | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Unsweet Honeymoon)	
Artoria Pendragon Alter (Saber)	Ritsuka Fujimaru | Mash Kyrielight | Gilles de Rais (Saber)	Defeated by Ritsuka Fujimaru's party (Sword of the Holy Maiden)	
Darius III (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Iskandar (Rider)	Defeated by Ritsuka Fujimaru's party (The Conqueror of Human Life)	
Fafnir	Ritsuka Fujimaru | Mash Kyrielight | Siegfried (Saber)	Defeated by Ritsuka Fujimaru's party (Dragon Slayer)	
Gilgamesh (Archer)	Ritsuka Fujimaru | Mash Kyrielight | Lancelot (Berserker)	Defeated by Ritsuka Fujimaru's party (Not For One's Own Glory)	
Gilles de Rais (Caster)	Ritsuka Fujimaru | Mash Kyrielight | Iskandar (Rider)	Defeated by Ritsuka Fujimaru's party (The Conqueror of Human Life)	
Hagen	Ritsuka Fujimaru | Mash Kyrielight | Siegfried (Saber)	Defeated by Ritsuka Fujimaru's party (In Search of Das Rheingold)	
Hassan of the Hundred Faces (Assassin)	Ritsuka Fujimaru | Mash Kyrielight | Iskandar (Rider)	Defeated by Ritsuka Fujimaru's party (The Conqueror of Human Life)	
Heracles (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Iskandar (Rider)	Defeated by Ritsuka Fujimaru's party (The Conqueror of Human Life)	
Kiyohime (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Kiyohime (Berserker)	Defeated by Ritsuka Fujimaru's party (Empty Lips, Again and Again)	
Lancelot (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Iskandar (Rider)	Defeated by Ritsuka Fujimaru's party (The Conqueror of Human Life)	
Maximilien Robespierre	Ritsuka Fujimaru | Mash Kyrielight | Chevalier d'Éon (Saber)	Defeated by Ritsuka Fujimaru's party (In the Name of the White Lily)	
Patricia	Ritsuka Fujimaru | Mash Kyrielight | Wolfgang Amadeus Mozart (Caster)	Defeated by Ritsuka Fujimaru's party (Heroic Symphony)	
Robin Hood (Archer)	Ritsuka Fujimaru | Mash Kyrielight | Lancelot (Berserker)	Defeated by Ritsuka Fujimaru's party (Not For One's Own Glory)	
Romulus (Lancer)	Ritsuka Fujimaru | Mash Kyrielight | Lancelot (Berserker)	Defeated by Ritsuka Fujimaru's party (Not For One's Own Glory)	
Siegfried (Saber)	Ritsuka Fujimaru | Mash Kyrielight | Lancelot (Berserker)	Defeated by Ritsuka Fujimaru's party (Not For One's Own Glory)	
