character	killed by	death	type
<1> Wyvern Evil	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 6)	
<21> Pirate Zombie	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 3)	
<2> Arm of Dawn	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 4)	
<2> Golem	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 5)	
<2> Pirate Boss	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 2)	
<3> Chimera	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Euryale (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 12)	
<3> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Asterios (Berserker) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 10)	
<3> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 10)	
<3> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 13)	
<3> Terror Ghost	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 9)	
<3> Terror Ghost	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 11)	
<3> Werejaguar	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 6)	
<3> Werejaguar	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 11)	
<3> Werewolf	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 11)	
<3> Wyvern	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 6)	
<3> Wyvern Dread	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker)	Defeated by Ritsuka Fujimaru's party (Section 6)	
<4> Ghost	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 9)	
<4> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 2)	
<4> Wyvern	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker)	Defeated by Ritsuka Fujimaru's party (Section 6)	
<4> Wyvern	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 6)	
<4> Wyvern Dread	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 6)	
<5> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker)	Defeated by Ritsuka Fujimaru's party (Section 7)	
<5> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 7)	
<5> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 4)	
<5> Werewolf	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 6)	
<5> Zombie Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 11)	
<6> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 4)	
<6> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 9)	
<6> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Asterios (Berserker) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 10)	
<7> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Asterios (Berserker) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 10)	
<7> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 4)	
<7> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 7)	
<8> Lamia	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 4)	
<8> Pirate	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 1)	
<8> Pirate	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 2)	
<8> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider)	Defeated by Ritsuka Fujimaru's party (Section 5)	
<8> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 8)	
<9> Ghost	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 11)	
Anne Bonny (Rider)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 8)	
Artemis (Archer)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 14)	
Asterios (Berserker)	Hector (Lancer) | Jason (Saber)	Impaled by Hector (Lancer)'s spear on orders from Jason (Saber) and threw himself in the ocean (Section 10)	
Atalanta (Archer)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 14)	
Caligula (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 14)	
Cú Chulainn (Lancer)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 14)	
David (Archer)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 14)	
Demon God Forneus	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 14) (resurrected via Ars Paulina)	revived
Edward Teach (Rider)	Hector (Lancer) | Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Orion (Archer)	Fatally wounded after being impaled by Hector (Lancer) and defeated by Ritsuka's party (Section 8)	
Eric Bloodaxe (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 5)	
Euryale (Archer)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 14)	
Hector (Lancer)	Euryale (Archer) | Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Shot with an arrow by Euryale (Archer) after being fatally wounded by Ritsuka Fujimaru's party (Section 14)	
Heracles (Berserker)	Hector (Lancer) | Asterios (Berserker) | Jason (Saber)	Impaled by Hector (Lancer)'s spear on orders from Jason (Saber) and dragged down in the ocean by Asterios (Berserker) (Section 10) (resurrected via God Hand)	revived
Heracles (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Asterios (Berserker) | Euryale (Archer)	Defeated by Ritsuka Fujimaru's party (Section 10) (resurrected via God Hand)	revived
Heracles (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Drained of his magical energy after touching the Ark of the Covenant when he was pushed into it by Ritsuka Fujimaru's party (Section 13)	
Jason (Saber)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 14)	
Mary Read (Rider)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Asterios (Berserker) | Orion (Archer)	Defeated by Ritsuka Fujimaru's party (Section 8)	
Medea Lily (Caster)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 14)	
Musashibou Benkei (Lancer)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 14)	
Orion (Archer)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 14)	
Phantom of the Opera (Assassin)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 14)	
Poseidon	Francis Drake (Rider)	Defeated by Francis Drake (Rider) (mentioned in Section 2)	
Romulus (Lancer)	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake (Rider) | Euryale (Archer) | Orion (Archer) | Atalanta (Archer) | David (Archer)	Defeated by Ritsuka Fujimaru's party (Section 14)	
