character	killed by	death	type
<3> Skeleton	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Determination)	
<3> Wyvern	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
<4> Stone Golem	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (The Counterfeit)	
<5> Homunculus	Ritsuka Fujimaru | Mash Kyrielight | Heracles (Berserker)	Defeated by Ritsuka Fujimaru's party (The Thirteenth Labor)	
<5> Iron Golem	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (The Counterfeit)	
<5> Werewolf	Ritsuka Fujimaru | Mash Kyrielight | EMIYA (Archer)	Defeated by Ritsuka Fujimaru's party (Qualifications of a Master)	
<5> Wyvern Dread	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
<5> Wyvern Evil	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
<5> Zombie	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Determination)	
<6> Skeleton King	Ritsuka Fujimaru | Mash Kyrielight | Vlad III (Fate/EXTRA)	Defeated by Ritsuka Fujimaru's party (Memory of Scorched Earth)	
<8> Amazoness	Ritsuka Fujimaru | Mash Kyrielight | EMIYA (Archer)	Defeated by Ritsuka Fujimaru's party (Qualifications of a Master)	
<9> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | EMIYA (Archer)	Defeated by Ritsuka Fujimaru's party (Unlimited Blade Works)	
<9> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | Gilgamesh (Archer)	Defeated by Ritsuka Fujimaru's party (Those of Worth)	
<9> Soldier	Ritsuka Fujimaru | Mash Kyrielight | EMIYA (Archer)	Defeated by Ritsuka Fujimaru's party (Qualifications of a Master)	
Altera (Fate/Grand Order)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (The Counterfeit)	
Artoria Pendragon Alter (Saber)	Ritsuka Fujimaru | Mash Kyrielight | Gilgamesh (Archer)	Defeated by Ritsuka Fujimaru's party (Those of Worth)	
Artoria Pendragon Alter (Saber)	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Meetings)	
Atalanta (Archer)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
Carmilla (Assassin)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
Charles-Henri Sanson (Assassin)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
Cú Chulainn (Caster)	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Meetings)	
Cú Chulainn (Lancer)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon (Saber)	Defeated by Ritsuka Fujimaru's party (Reason to Fight)	
EMIYA (Archer)	Ritsuka Fujimaru | Mash Kyrielight | Gilgamesh (Archer)	Defeated by Ritsuka Fujimaru's party (Those of Worth)	
EMIYA (Archer)	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Meetings)	
Hassan of the Cursed Arm (Assassin)	Ritsuka Fujimaru | Mash Kyrielight | Gilgamesh (Archer)	Defeated by Ritsuka Fujimaru's party (Those of Worth)	
Hassan of the Cursed Arm (Assassin)	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Meetings)	
Heracles (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | EMIYA (Archer)	Defeated by Ritsuka Fujimaru's party (Unlimited Blade Works)	
Heracles (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Vlad III (Fate/EXTRA)	Defeated by Ritsuka Fujimaru's party (Memory of Scorched Earth)	
Heracles (Berserker)	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Meetings)	
Jeanne d'Arc Alter (Ruler)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
Lancelot (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
Martha (Rider)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
Medea (Caster)	Ritsuka Fujimaru | Mash Kyrielight | Gilgamesh (Archer)	Defeated by Ritsuka Fujimaru's party (Those of Worth)	
Medusa (Rider)	Ritsuka Fujimaru | Mash Kyrielight | Gilgamesh (Archer)	Defeated by Ritsuka Fujimaru's party (Those of Worth)	
Medusa (Rider)	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Meetings)	
Musashibou Benkei (Lancer)	Ritsuka Fujimaru | Mash Kyrielight | Gilgamesh (Archer)	Defeated by Ritsuka Fujimaru's party (Those of Worth)	
Musashibou Benkei (Lancer)	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Meetings)	
Nero Claudius (Bride)	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Determination)	
Phantom of the Opera (Assassin)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
Sin Dragon Avaritia	Ritsuka Fujimaru | Nero Claudius (Bride)	Defeated by Ritsuka Fujimaru and Nero Claudius (Bride) (Bouquet of Determination)	
Vlad III (Fate/EXTRA)	Ritsuka Fujimaru | Mash Kyrielight | Artoria Pendragon Alter (Saber)	Defeated by Ritsuka Fujimaru's party (Lineage of Alter)	
