character	killed by	death	type
<5> Thug	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 3)	
<6> Golem	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 7)	
<6> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber) | Boudica (Rider)	Defeated by Ritsuka Fujimaru's party (Section 11)	
<6> Wyvern Dread	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber) | Jing Ke (Assassin) | Boudica (Rider)	Defeated by Ritsuka Fujimaru's party (Section 15)	
<7> Ghost	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 8)	
<9> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 1)	
<9> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party (Section 11)	
<9> Roman Soldier	Ritsuka Fujimaru | Mash Kyrielight | Jing Ke (Assassin)	Defeated by Ritsuka Fujimaru's party (Section 10)	
Alexander (Rider)	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 12)	
Altera (Fate/Grand Order)	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 15)	
Boudica (Rider)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 15)	
Caligula (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 9)	
Darius III (Berserker)	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 11)	
Demon God Flauros	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber) | Jing Ke (Assassin)	Defeated by Ritsuka Fujimaru's party (Section 14) (resurrected via Ars Paulina)	revived
Elizabeth Báthory (Lancer)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 15)	
Gaius Julius Caesar (Saber)	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 7)	
Jing Ke (Assassin)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 15)	
Leonidas I (Lancer)	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 10)	
Lev Lainur Flauros	Altera (Fate/Grand Order)	Bisected by Altera (Fate/Grand Order) (Section 14) (resurrected via Ars Paulina)	revived
Lü Bu (Berserker)	Altera (Fate/Grand Order)	Annihilated by Altera (Fate/Grand Order)'s Noble Phantasm (mentioned in Section 15)	
Romulus (Lancer)	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber) | Jing Ke (Assassin)	Defeated by Ritsuka Fujimaru's party (Section 14)	
Spartacus (Berserker)	Altera (Fate/Grand Order)	Annihilated by Altera (Fate/Grand Order)'s Noble Phantasm (mentioned in Section 15)	
Stheno (Assassin)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 15)	
Tamamo Cat (Berserker)	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party (Section 15)	
Zhuge Liang (Caster)	Ritsuka Fujimaru | Mash Kyrielight | Nero Claudius (Saber)	Defeated by Ritsuka Fujimaru's party (Section 12)	
