character	killed by	death	type
Charles Rosher		Died from unknown causes (reproduced by Coronzon)	revived
Charles Rosher	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
Christian Rosencreutz		Died from unknown causes	
Dion Fortune		Died from unknown causes (reproduced by Coronzon)	revived
Edward Berridge		Destroyed by an Academy City orbital laser	
Edward Berridge		Died from unknown causes (reproduced by Coronzon)	revived
Frederick Leigh Gardner		Died from unknown causes (reproduced by Coronzon)	revived
Frederick Leigh Gardner	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
Goryou Maya		Died from unknown causes (remained as a ghost)	physical
High Priest	Kihara Noukan | Aleister Crowley	Body destroyed with a drill charged with Aleister Crowley's willpower by Kihara Noukan	
Imagawa Shiguma	Yakumi Hisako	Murdered by a Destroyer, hired by Yakumi Hisako	
Israel Regardie		Died from unknown causes (reproduced by Coronzon)	revived
Israel Regardie	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
John Dee		Died from unknown causes	
John William Brodie-Innes		Died from unknown causes (reproduced by Coronzon)	revived
John William Brodie-Innes	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
Kamijou Touma	Fukiyose Seiri | Tsukuyomi Komoe | Othinus	Stabbed with a glass shard by Fukiyose Seiri, then stabbed with a kitchen knife by Tsukuyomi Komoe, orchestrated by Othinus (Alpha World) (resurrected by Othinus)	revived
Kamijou Touma	Othinus	Lower body blown apart with an arrow by Othinus (resurrected by Othinus)	revived
Kihara Byouri	Kihara Kagun	Head stabbed and wrenched off by Kihara Kagun	
Kihara Kagun		Eventually put to rest after Othinus' defeat	
Kihara Kagun	Kihara Kagun | Kihara Byouri	Fatally wounded by his own explosion and Kihara Byouri (reanimated as an Einherjar by Othinus)	undead
Kuromatsu Takao	Yakumi Hisako	Murdered by a Destroyer, hired by Yakumi Hisako	
Lady of the Masquerade Ball		Died from unknown causes (reproduced by Coronzon)	revived
Lady of the Masquerade Ball	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
Madame Horos	Aiwass	Murdered by Aiwass	
Netta Fornario		Died from unknown causes (reproduced by Coronzon)	revived
Netta Fornario	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
Niang-Niang	Niang-Niang	Took her own life to become a Shijie-Xian	revived
Robert William Felkin		Died from unknown causes (reproduced by Coronzon)	revived
Robert William Felkin	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
Rokudou Ryuuichi	Marian Slingeneyer	Aircraft crashed by Marian Slingeneyer	
Rose Edith Kelly		Died from unknown causes	
Sakata	Kihara Enshuu	Murdered by Kihara Enshuu	
Samuel Liddell MacGregor Mathers	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
Samuel Liddell MacGregor Mathers	Aleister Crowley	Struck down with a claymore by Aleister Crowley (reproduced by Coronzon)	revived
Shundou Toshizou		Caught in an explosion caused by the Kiharas (brain transplanted in a killer whale)	physical
Shundou Toshizou	Kihara Noukan | Aleister Crowley	Gunned down by Kihara Noukan on orders from Aleister Crowley	
William Alexander Ayton		Died from unknown causes	
William Butler Yeats		Died from unknown causes	
William Robert Woodman		Died from unknown causes	
William Wynn Westcott	Aleister Crowley	Reverted to a card after the reproductions' grimoire bodies was disrupted by Aleister Crowley	
William Wynn Westcott	Aleister Crowley	Shot with Imagine Breaker by Aleister Crowley (reproduced by Coronzon)	revived
Yakumi Hisako	Kinuhata Saiai | Yakumi Hisako	Devoured by her own man-eating cockroaches, cockroaches redirected by Kinuhata Saiai, orchestrated by herself (consciousness uploaded into the AIM diffusion fields)	physical
Yasu	Kihara Enshuu	Murdered by Kihara Enshuu	
{10,031} Kamijou Touma	Othinus	Murdered via various means by Othinus (resurrected by Othinus)	revived
{300,000,000,000+} Kamijou Touma	Othinus	Perished via various means within the Phases created by Othinus (all of those hundreds of billions mentioned) (resurrected by Othinus)	revived
