character	killed by	death	type
<3> Crystal Lizards (Royal Wood)	Chosen Undead	Slain by the Chosen Undead	
<3> Great Felines	Chosen Undead	Slain by the Chosen Undead	
<4> Chaos Eaters	Chosen Undead	Slain by the Chosen Undead	
<4> Four Kings	Chosen Undead | Witch Beatrice	Slain by the Chosen Undead, assisted by Witch Beatrice	
<4> Mimics (Anor Londo)	Chosen Undead	Slain by the Chosen Undead	
<4> Titanite Demons (Sen's Fortress)	Chosen Undead	Slain by the Chosen Undead	
<6> Necromancers	Chosen Undead	Slain by the Chosen Undead	
<8> Blowdart Snipers	Chosen Undead	Slain by the Chosen Undead	
Anastacia of Astora	Knight Lautrec of Carim	Slain by Knight Lautrec of Carim (revived, dependent on player choice)	revived | determinant
Asylum Demon	Chosen Undead	Slain by the Chosen Undead	
Bed of Chaos	Chosen Undead	Slain by the Chosen Undead	
Berenike Knight (Undead Parish)	Chosen Undead	Slain by the Chosen Undead	
Big Hat Logan	Chosen Undead	Slain by the Chosen Undead	
Black Dragon Kalameet	Chosen Undead	Slain by the Chosen Undead	
Black Iron Tarkus		Perished in Anor Londo	
Capra Demon	Chosen Undead	Slain by the Chosen Undead	
Ceaseless Discharge	Chosen Undead	Slain by the Chosen Undead	
Centipede Demon	Chosen Undead | Solaire of Astora	Slain by the Chosen Undead, assisted by Solaire of Astora	
Chained Prisoner	Chosen Undead	Slain by the Chosen Undead	
Channeler (Depths)	Chosen Undead	Slain by the Chosen Undead	
Channeler (Undead Parish)	Chosen Undead	Slain by the Chosen Undead	
Chaos Witch Quelaag	Chosen Undead | Maneater Mildred	Slain by the Chosen Undead, assisted by Maneater Mildred	
Chosen Undead	Chosen Undead	Burned themself in the First Flame (dependent on player choice)	determinant
Chosen Undead	Seath the Scaleless	Cursed by Seath the Scaleless (revived)	revived
Crestfallen Warrior	Chosen Undead	Slain by the Chosen Undead	
Crossbreed Priscilla	Chosen Undead	Slain by the Chosen Undead	
Crystal Knight	Chosen Undead	Slain by the Chosen Undead	
Dark Sun Gwyndolin	Chosen Undead	Slain by the Chosen Undead	
Darkmoon Soldier (Greatsword)	Chosen Undead	Slain by the Chosen Undead	
Darkmoon Soldier (Sword)	Chosen Undead	Slain by the Chosen Undead	
Daughter of Chaos	Chosen Undead	Slain by the Chosen Undead	
Demon Firesage	Chosen Undead	Slain by the Chosen Undead	
Dragon Slayer Ornstein	Chosen Undead | Solaire of Astora | Executioner Smough	Slain by the Chosen Undead, assisted by Solaire of Astora, and if defeated first crushed by Executioner Smough with his hammer	
Executioner Smough	Chosen Undead | Solaire of Astora	Slain by the Chosen Undead, assisted by Solaire of Astora	
Fang Boar (Undead Parish)	Chosen Undead	Slain by the Chosen Undead	
Forest Hunter Archer	Chosen Undead	Slain by the Chosen Undead	
Gaping Dragon	Chosen Undead | Knight Lautrec of Carim | Solaire of Astora	Slain by the Chosen Undead, assisted by Knight Lautrec of Carim or Solaire of Astora	
Giant (Firebomber)	Chosen Undead	Slain by the Chosen Undead	
Giant (Gatekeeper)	Chosen Undead	Slain by the Chosen Undead	
Giant Undead Rat	Chosen Undead	Slain by the Chosen Undead	
Gravelord Nito	Chosen Undead	Slain by the Chosen Undead	
Great Grey Wolf Sif	Chosen Undead	Slain by the Chosen Undead	
Griggs of Vinheim	Chosen Undead	Slain by the Chosen Undead	
Gwyn, Lord of Cinder	Chosen Undead | Solaire of Astora	Slain by the Chosen Undead, assisted by Solaire of Astora	
Gwyn, Lord of Cinder	Gwyn, Lord of Cinder	Burned himself in the First Flame (revived)	revived
Havel the Rock	Chosen Undead	Slain by the Chosen Undead	
Hellkite Drake	Chosen Undead	Slain by the Chosen Undead	
Hydra (Ash Lake)	Chosen Undead	Slain by the Chosen Undead	
Hydra (Darkroot Basin)	Chosen Undead	Slain by the Chosen Undead	
Iron Golem	Chosen Undead | Black Iron Tarkus	Slain by the Chosen Undead, assisted by Black Iron Tarkus	
Kirk, Knight of Thorns	Chosen Undead	Slain by the Chosen Undead	
Kirk, Knight of Thorns	Chosen Undead	Slain by the Chosen Undead (revived)	revived
Kirk, Knight of Thorns	Chosen Undead	Slain by the Chosen Undead (revived)	revived
Knight Artorias	Chosen Undead	Slain by the Chosen Undead	
Knight Lautrec of Carim	Chosen Undead	Slain by the Chosen Undead	
Laurentius of the Great Swamp	Chosen Undead	Slain by the Chosen Undead (dependent on player choice)	determinant
Maneater Mildred	Chosen Undead	Slain by the Chosen Undead (revived)	revived
Manus, Father of the Abyss	Chosen Undead | Great Grey Wolf Sif	Slain by the Chosen Undead, assisted by Great Grey Wolf Sif	
Marvelous Chester	Chosen Undead	Slain by the Chosen Undead (revived)	revived
Moonlight Butterfly	Chosen Undead | Witch Beatrice	Slain by the Chosen Undead, assisted by Witch Beatrice	
Nico of Thorolund	Chosen Undead	Slain by the Chosen Undead	
Oscar, Knight of Astora	Chosen Undead	Slain by the Chosen Undead	
Paladin Leeroy	Chosen Undead	Slain by the Chosen Undead	
Parasitic Wall Hugger	Chosen Undead	Slain by the Chosen Undead	
Pinwheel	Chosen Undead | Paladin Leeroy	Slain by the Chosen Undead, assisted by Paladin Leeroy	
Reah of Thorolund	Petrus of Thorolund	Slain by Petrus of Thorolund (dependent on player choice)	determinant
Sanctuary Guardian	Chosen Undead	Slain by the Chosen Undead	
Seath the Scaleless	Chosen Undead	Slain by the Chosen Undead	
Siegmeyer of Catarina	Chaos Eaters	Fatally wounded by Chaos Eaters (dependent on player choice)	determinant
Siegmeyer of Catarina	Sieglinde of Catarina	Slain by Sieglinde of Catarina (dependent on player choice)	determinant
Solaire of Astora	Chosen Undead	Slain by the Chosen Undead (dependent on player choice)	determinant
Stray Demon	Chosen Undead	Slain by the Chosen Undead	
Taurus Demon	Chosen Undead	Slain by the Chosen Undead	
Undead Dragon (Painted World of Ariamis)	Chosen Undead	Slain by the Chosen Undead	
Undead Dragon (Valley of the Drakes)	Chosen Undead	Slain by the Chosen Undead	
Undead Prince Ricard	Chosen Undead	Slain by the Chosen Undead	
Vince of Thorolund	Chosen Undead	Slain by the Chosen Undead	
Witch Beatrice		Perished during her journey to the Abyss	
Witch of Izalith	Flame of Chaos | Witch of Izalith	Created the Flame of Chaos that consumed her and became the Bed of Chaos	
Xanthous King, Jeremiah	Chosen Undead	Slain by the Chosen Undead	
