character	killed by	death	type
<1> Erdtree Avatar (Leyndell, Royal Capital)	The Tarnished	Slain by the Tarnished	
<1> Erdtree Avatar (Mountaintops of the Giants)	The Tarnished	Slain by the Tarnished	
<1> Erdtree Avatar (Weeping Peninsula)	The Tarnished	Slain by the Tarnished	
<1> Erdtree Avatar (West Liurnia)	The Tarnished	Slain by the Tarnished	
<1> Erdtree Burial Watchdog (Impaler's Catacombs)	The Tarnished	Slain by the Tarnished	
<1> Erdtree Burial Watchdog (Scepter)	The Tarnished	Slain by the Tarnished	
<1> Erdtree Burial Watchdog (Stormfoot Catacombs)	The Tarnished	Slain by the Tarnished	
<1> Erdtree Burial Watchdog (Sword)	The Tarnished	Slain by the Tarnished	
<1> Erdtree Burial Watchdog (Wyndham Catacombs)	The Tarnished	Slain by the Tarnished	
<1> Fallingstar Beast (Altus Plateau)	The Tarnished	Slain by the Tarnished	
<1> Fallingstar Beast (Finger Ruins of Dheo)	The Tarnished	Slain by the Tarnished	
<1> Fallingstar Beast (Sellia Crystal Tunnel)	The Tarnished	Slain by the Tarnished	
<1> Fell Twin (Axe)	The Tarnished	Slain by the Tarnished	
<1> Fell Twin (Cleaver)	The Tarnished	Slain by the Tarnished	
<1> Full-Grown Fallingstar Beast	The Tarnished	Slain by the Tarnished	
<1> Furnace Golem (Ancient Ruins of Rauh)	The Tarnished	Slain by the Tarnished	
<1> Furnace Golem (Charo's Hidden Grave)	The Tarnished	Slain by the Tarnished	
<1> Furnace Golem (Ellac River)	The Tarnished	Slain by the Tarnished	
<1> Furnace Golem (Ruins of Unte)	The Tarnished	Slain by the Tarnished	
<1> Furnace Golem (Ruins of Unte, unlit)	The Tarnished	Slain by the Tarnished	
<1> Furnace Golem (Scadu Altus, East)	The Tarnished	Slain by the Tarnished	
<1> Furnace Golem (Scadu Altus, West)	The Tarnished	Slain by the Tarnished	
<1> Furnace Golem (Scorched Ruins)	The Tarnished	Slain by the Tarnished	
<1> Ghostflame Dragon (Cerulean Coast)	The Tarnished	Slain by the Tarnished	
<1> Ghostflame Dragon (Gravesite Plain)	The Tarnished	Slain by the Tarnished	
<1> Ghostflame Dragon (Scadu Altus)	The Tarnished	Slain by the Tarnished	
<1> Giant Wormface	The Tarnished	Slain by the Tarnished	
<1> Godskin Apostle (Divine Tower of Caelid)	The Tarnished	Slain by the Tarnished	
<1> Godskin Apostle (Dominula, Windmill Village)	The Tarnished | Millicent the Rotting	Slain by the Tarnished, assisted by Millicent the Rotting	
<1> Godskin Apostle (Godskin Duo)	The Tarnished | Knight Bernahl	Slain by the Tarnished, assisted by Knight Bernahl	
<1> Godskin Apostle (Spiritcaller Cave)		Died from unknown causes (returned as a spirit)	physical
<1> Godskin Noble (Divine Tower of Liurnia)	The Tarnished	Slain by the Tarnished	
<1> Godskin Noble (Godskin Duo)	The Tarnished | Knight Bernahl	Slain by the Tarnished, assisted by Knight Bernahl	
<1> Godskin Noble (Spiritcaller Cave)		Died from unknown causes (returned as a spirit)	physical
<1> Godskin Noble (Volcano Manor)	The Tarnished	Slain by the Tarnished	
<1> Golden Hippopotamus	The Tarnished | Hornsent | Redmane Freyja	Slain by the Tarnished, assisted by Hornsent or Redmane Freyja	
<1> Golden Hippopotamus (Ancient Ruins of Rauh)	The Tarnished	Slain by the Tarnished	
<1> Golden Hippopotamus (Charo's Hidden Grave)	The Tarnished	Slain by the Tarnished	
<1> Grafted Scion (Chapel of Anticipation)	The Tarnished	Slain by the Tarnished	
<1> Grafted Scion (Liurnia of the Lakes)	The Tarnished	Slain by the Tarnished	
<1> Grafted Scion (Mt. Gelmir)	The Tarnished	Slain by the Tarnished	
<1> Grafted Scion (Stormveil Castle)	The Tarnished	Slain by the Tarnished	
<1> Grave Warden Duelist (Auriza Side Tomb)	The Tarnished	Slain by the Tarnished	
<1> Grave Warden Duelist (Murkwater Catacombs)	The Tarnished	Slain by the Tarnished	
<1> Jagged Peak Drake (Jagged Peak Foothills)	The Tarnished	Slain by the Tarnished	
<1> Jagged Peak Drake (Jagged Peak)	The Tarnished	Slain by the Tarnished	
<1> Knight of the Great Jar (Estoc, Albinauric Staff)	The Tarnished	Slain by the Tarnished	
<1> Knight of the Great Jar (Great Mace, Banished Knight Shield)	The Tarnished	Slain by the Tarnished	
<1> Knight of the Great Jar (Miséricorde, Buckler)	The Tarnished	Slain by the Tarnished	
<1> Mad Pumpkin Head	The Tarnished	Slain by the Tarnished	
<1> Mad Pumpkin Head (Flail)	The Tarnished	Slain by the Tarnished	
<1> Mad Pumpkin Head (Hammer)	The Tarnished	Slain by the Tarnished	
<1> Magma Wyrm (Gael Tunnel)	The Tarnished	Slain by the Tarnished	
<1> Magma Wyrm (Mt. Gelmir)	The Tarnished	Slain by the Tarnished	
<1> Malformed Star (Ainsel River Main)	The Tarnished	Slain by the Tarnished	
<1> Malformed Star (Perfumer's Grotto)	The Tarnished	Slain by the Tarnished	
<1> Malformed Star (Uhl Palace Ruins)	The Tarnished	Slain by the Tarnished	
<1> Misbegotten Warrior (Redmane Castle)	The Tarnished	Slain by the Tarnished	
<1> Misbegotten Warrior (Stone Coffin Fissure)		Died from unknown causes (returned as a spirit)	physical
<1> Misbegotten Warrior (Unsightly Catacombs)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Altus Plateau)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Caelid North)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Caelid South)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Flail)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Forbidden Lands)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Glaive)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Limgrave)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Liurnia of the Lakes North)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Liurnia of the Lakes South)	The Tarnished	Slain by the Tarnished	
<1> Night's Cavalry (Weeping Peninsula)	The Tarnished	Slain by the Tarnished	
<1> Omenkiller (Perfumer's Grotto)	The Tarnished	Slain by the Tarnished	
<1> Omenkiller (Village of the Albinaurics)	The Tarnished | Nepheli Loux, Warrior	Slain by the Tarnished, assisted by Nepheli Loux, Warrior	
<1> Onyx Lord (Royal Grave Evergaol)	The Tarnished	Slain by the Tarnished	
<1> Onyx Lord (Sealed Tunnel)	The Tarnished	Slain by the Tarnished	
<1> Putrid Avatar (Caelid)	The Tarnished	Slain by the Tarnished	
<1> Putrid Avatar (Consecrated Snowfield)	The Tarnished	Slain by the Tarnished	
<1> Putrid Avatar (Elphael, Brace of the Haligtree)	The Tarnished	Slain by the Tarnished	
<1> Putrid Avatar (Greyoll's Dragonbarrow)	The Tarnished	Slain by the Tarnished	
<1> Putrid Crystalian (Ringblade)	The Tarnished	Slain by the Tarnished	
<1> Putrid Crystalian (Spear)	The Tarnished	Slain by the Tarnished	
<1> Putrid Crystalian (Staff)	The Tarnished	Slain by the Tarnished	
<1> Putrid Tree Spirit (Elphael, Brace of the Haligtree)	The Tarnished	Slain by the Tarnished	
<1> Putrid Tree Spirit (Grand Cloister)	The Tarnished	Slain by the Tarnished	
<1> Putrid Tree Spirit (War-Dead Catacombs)	The Tarnished	Slain by the Tarnished	
<1> Royal Revenant	The Tarnished	Slain by the Tarnished	
<1> Sanguine Noble	The Tarnished	Slain by the Tarnished	
<1> Sanguine Noble (Invader)	The Tarnished	Slain by the Tarnished	
<1> Shadow Tree Spirit (Ellac River)	The Tarnished	Slain by the Tarnished	
<1> Spiritcaller Snail (Road's End Catacombs)	The Tarnished	Slain by the Tarnished	
<1> Spiritcaller Snail (Spiritcaller Cave)	The Tarnished	Slain by the Tarnished	
<1> Stonedigger Troll (Limgrave Tunnels)	The Tarnished	Slain by the Tarnished	
<1> Stonedigger Troll (Old Altus Tunnel)	The Tarnished	Slain by the Tarnished	
<1> Tibia Mariner (Charo's Hidden Grave)	The Tarnished	Slain by the Tarnished	
<1> Tibia Mariner (Liurnia)	The Tarnished	Slain by the Tarnished	
<1> Tibia Mariner (Mountaintops)	The Tarnished	Slain by the Tarnished	
<1> Tibia Mariner (Summonwater Village)	The Tarnished | D, Hunter of the Dead	Slain by the Tarnished, assisted by D, Hunter of the Dead	
<1> Tibia Mariner (Wyndham Ruins)	The Tarnished	Slain by the Tarnished	
<1> Tree Sentinel	The Tarnished	Slain by the Tarnished	
<1> Tree Sentinel (Halberd) (Altus Plateau)	The Tarnished	Slain by the Tarnished	
<1> Tree Sentinel (Halberd) (Scaduview)	The Tarnished | Jolán, Swordhand of Night	Slain by the Tarnished, assisted by Jolán, Swordhand of Night	
<1> Tree Sentinel (Torch) (Altus Plateau)	The Tarnished	Slain by the Tarnished	
<1> Tree Sentinel (Torch) (Scaduview)	The Tarnished | Jolán, Swordhand of Night	Slain by the Tarnished, assisted by Jolán, Swordhand of Night	
<1> Ulcerated Tree Spirit (Belurat, Tower Settlement)	The Tarnished	Slain by the Tarnished	
<1> Ulcerated Tree Spirit (Capital Outskirts)	The Tarnished	Slain by the Tarnished	
<1> Ulcerated Tree Spirit (Ellac River)	The Tarnished	Slain by the Tarnished	
<1> Ulcerated Tree Spirit (Fringefolk Hero's Grave)	The Tarnished	Slain by the Tarnished	
<1> Ulcerated Tree Spirit (Giant's Mountaintop Catacombs)	The Tarnished	Slain by the Tarnished	
<1> Ulcerated Tree Spirit (Leyndell, Royal Capital)	The Tarnished	Slain by the Tarnished	
<1> Ulcerated Tree Spirit (Mt. Gelmir)	The Tarnished	Slain by the Tarnished	
<1> Ulcerated Tree Spirit (Stormveil Castle)	The Tarnished	Slain by the Tarnished	
<1> Valiant Gargoyle (Greatsword)	The Tarnished | D, Beholder of Death	Slain by the Tarnished, assisted by D, Beholder of Death	
<1> Valiant Gargoyle (Twinblade)	The Tarnished | D, Beholder of Death	Slain by the Tarnished, assisted by D, Beholder of Death	
<2> Crucible Knights (Crumbling Farum Azula)	The Tarnished	Slain by the Tarnished	
<2> Crucible Knights (Liurnia)	The Tarnished	Slain by the Tarnished	
<2> Crucible Knights (Stormhill)	The Tarnished	Slain by the Tarnished	
<2> Demi-Human Chiefs	The Tarnished | Old Knight Istvan	Slain by the Tarnished, assisted by Old Knight Istvan	
<2> Golden Hippopotamuses (Recluses' River)	The Tarnished	Slain by the Tarnished	
<2> Grafted Scions (Fringefolk Hero's Grave)	The Tarnished	Slain by the Tarnished	
<2> Kindreds of Rot	The Tarnished	Slain by the Tarnished	
<2> Shadow Tree Spirits	The Tarnished	Slain by the Tarnished	
<3> Crucible Knights (Siofra River)	The Tarnished	Slain by the Tarnished	
<3> Nameless White Masks	The Tarnished	Slain by the Tarnished	
<41> Ash of War Scarabs	The Tarnished	Slain by the Tarnished	
<4> Crucible Knights (Altus Plateau)	The Tarnished	Slain by the Tarnished	
<4> Glintstone Scarabs	The Tarnished	Slain by the Tarnished	
<4> Ulcerated Tree Spirits (Leyndell, Ashen Capital)	The Tarnished	Slain by the Tarnished	
<6> Aging Untouchables	The Tarnished	Slain by the Tarnished	
Adan, Thief of Fire	The Tarnished	Slain by the Tarnished	
Alecto, Black Knife Ringleader	The Tarnished	Slain by the Tarnished	
Alexander, Warrior Jar	The Tarnished	Destroyed in a duel against the Tarnished	
Amy, Third Sister	The Tarnished | Millicent the Rotting	Slain by the Tarnished, assisted by Millicent the Rotting (dependent on player choice)	determinant
Anastasia, Tarnished-Eater	The Tarnished	Slain by the Tarnished	
Anastasia, Tarnished-Eater	The Tarnished	Slain by the Tarnished (revived)	revived
Anastasia, Tarnished-Eater	The Tarnished	Slain by the Tarnished (revived)	revived
Ancestor Spirit		Died from unknown causes (returned as a spirit)	physical
Ancient Dragon Gransax		Died during his assault on Leyndell	
Ancient Dragon Knight Kristoff		Died from unknown causes (returned as a spirit)	physical
Ancient Dragon Lansseax	The Tarnished	Slain by the Tarnished	
Ancient Dragon Senessax	The Tarnished	Slain by the Tarnished	
Ancient Dragon-Man	The Tarnished	Slain by the Tarnished	
Ancient Dragon-Man	The Tarnished	Slain by the Tarnished (revived)	revived
Astel, Naturalborn of the Void	The Tarnished	Slain by the Tarnished	
Astel, Stars of Darkness	The Tarnished	Slain by the Tarnished	
Aurelia		Died from unknown causes (returned as a spirit)	physical
Aureliette		Died from unknown causes (returned as a spirit)	physical
Baleful Shadow	The Tarnished | Ranni the Witch	Slain by the Tarnished on orders from Ranni the Witch	
Banished Knight Engvall		Died from unknown causes (returned as a spirit)	physical
Banished Knight Oleg		Died from unknown causes (returned as a spirit)	physical
Base Serpent	The Tarnished	Slain by the Tarnished alongside Messmer	
Battlemage Hugues	The Tarnished	Slain by the Tarnished (turned into a spirit)	physical
Bayle the Dread	The Tarnished | Drake Warrior Igon	Slain by the Tarnished, assisted by Drake Warrior Igon	
Bell Bearing Hunter	The Tarnished	Slain by the Tarnished (revived)	revived
Bell Bearing Hunter	The Tarnished	Slain by the Tarnished (revived)	revived
Bell Bearing Hunter	The Tarnished	Slain by the Tarnished (revived)	revived
Bell Bearing Hunter	The Tarnished	Slain by the Tarnished (revived)	revived
Birac	Birac	Severed his own head	
Black Knife Tiche		Died protecting her mother during the Night of Black Knives (returned as a spirit)	physical
Black Knight Captain Huw		Died from unknown causes (returned as a spirit)	physical
Black Knight Commander Andreas		Died from unknown causes (returned as a spirit)	physical
Black Knight Edredd	The Tarnished	Slain by the Tarnished	
Black Knight Garrew	The Tarnished	Slain by the Tarnished	
Blackflame Monk Amon		Died from unknown causes (returned as a spirit)	physical
Blackguard Big Boggart	Dung Eater	Defiled by Dung Eater using the Seedbed Curse	
Blaidd the Half-Wolf	The Tarnished	Slain by the Tarnished	
Bloodhound Knight Darriwil	The Tarnished | Blaidd the Half-Wolf	Slain by the Tarnished, assisted by Blaidd the Half-Wolf	
Bloodhound Knight Floh		Died from unknown causes (returned as a spirit)	physical
Bloody Finger Hunter Yura	Eleonora, Violet Bloody Finger	Fatally wounded by Eleonora, Violet Bloody Finger	
Bloody Finger Nerijus	The Tarnished | Bloody Finger Hunter Yura	Slain by the Tarnished, assisted by Bloody Finger Hunter Yura	
Bloody Finger Okina	The Tarnished	Slain by the Tarnished	
Bloody Finger Ravenmount Assassin	The Tarnished | Bloody Finger Hunter Yura	Slain by the Tarnished, assisted by Bloody Finger Hunter Yura	
Boc the Seamster	Rennala, Queen of the Full Moon	Reborn as a human by Rennala, Queen of the Full Moon, perishes shortly thereafter (dependent on player choice)	determinant
Boc's Mother		Died from unknown causes	
Bols, Carian Knight	The Tarnished	Slain by the Tarnished	
Borealis the Freezing Fog	The Tarnished	Slain by the Tarnished	
Brother Corhyn	Brother Corhyn	Committed suicide (dependent on player choice)	determinant
Charo		Died from unknown causes	
Chief Bloodfiend	The Tarnished	Slain by the Tarnished	
Chief Guardian Arghanthy	The Tarnished	Slain by the Tarnished	
Cleanrot Knight Finlay		Died from unknown causes (returned as a spirit)	physical
Commander Gaius	The Tarnished	Slain by the Tarnished	
Commander Niall	The Tarnished	Slain by the Tarnished	
Commander O'Neil	The Tarnished | Polyanna, Youngest Sister	Slain by the Tarnished, assisted by Polyanna, Youngest Sister	
Crucible Knight Devonia	The Tarnished	Slain by the Tarnished	
Crucible Knight Ordovis	The Tarnished	Slain by the Tarnished	
Crucible Knight Siluria	The Tarnished	Slain by the Tarnished	
Curseblade Labirith	The Tarnished	Slain by the Tarnished	
Curseblade Meera		Died from unknown causes (returned as a spirit)	physical
D, Beholder of Death	D, Beholder of Death	Committed suicide to rejoin his brother	
D, Hunter of the Dead	Fia, Deathbed Companion	Stabbed by Fia, Deathbed Companion	
Daedicar		Flayed	
Dancer of Ranah		Died from unknown causes (returned as a spirit)	physical
Decaying Ekzykes	The Tarnished	Slain by the Tarnished	
Demi-Human Queen Gilika	The Tarnished	Slain by the Tarnished	
Demi-Human Queen Maggie	The Tarnished	Slain by the Tarnished	
Demi-Human Queen Margot	The Tarnished	Slain by the Tarnished	
Demi-Human Queen Marigga	The Tarnished	Slain by the Tarnished	
Demi-Human Swordmaster Onze	The Tarnished	Slain by the Tarnished	
Demi-Human Swordsman Yosh		Died from unknown causes (returned as a spirit)	physical
Depraved Perfumer Carmaan		Died from unknown causes (returned as a spirit)	physical
Divine Beast Dancing Lion	The Tarnished | Redmane Freyja	Slain by the Tarnished, assisted by Redmane Freyja	
Divine Bird Warrior Ornis		Died from unknown causes (returned as a spirit)	physical
Dolores the Sleeping Arrow	Preceptor Seluvis	Turned into a puppet by Preceptor Seluvis	physical
Dragon Communion Priestess	Dragon Communion Priestess	Ripped her own heart out after Bayle's defeat (dependent on player choice)	determinant
Dragon Communion Priestess	Dragon Communion Priestess	Willingly lets herself turn into a spirit (dependent on player choice)	determinant | physical
Dragonlord Placidusax	The Tarnished	Slain by the Tarnished	
Drake Warrior Igon		Died after the defeat of Bayle the Dread	
Dryleaf Dane	The Tarnished	Slain by the Tarnished (revived)	revived
Dryleaf Dane	The Tarnished | Sanguine Noble Nataan | Sir Ansbach | Sir Thiollier	Slain by the Tarnished, assisted by Sanguine Noble Nataan, Sir Ansbach or Sir Thiollier	
Dung Eater	The Tarnished	Slain by the Tarnished (revived)	revived
Dung Eater	The Tarnished | Dung Eater	Defiled by the Tarnished using the Seedbed Curse, on his own orders (dependent on player choice)	determinant
Dung Eater	The Tarnished | Preceptor Seluvis	Turned into a puppet by the Tarnished using Preceptor Seluvis' potion (dependent on player choice)	determinant | physical
Edgar the Revenger	The Tarnished	Slain by the Tarnished	
Elden Beast	The Tarnished	Slain by the Tarnished	
Elder Dragon Greyoll	The Tarnished	Slain by the Tarnished	
Elemer of the Briar	The Tarnished	Slain by the Tarnished	
Eleonora, Violet Bloody Finger	The Tarnished	Slain by the Tarnished	
Ensha		Died from unknown causes	
Ensha of the Royal Remains	The Tarnished	Slain by the Tarnished	
Errant Sorcerer Wilhelm	The Tarnished | Knight Bernahl | Tanith, Volcano Manor Proprietress	Slain by the Tarnished, assisted by Knight Bernahl, on orders from Tanith, Volcano Manor Proprietress	
Esgar, Priest of Blood	The Tarnished	Slain by the Tarnished	
Festering Fingerprint Vyke	The Tarnished	Slain by the Tarnished (revived)	revived
Fia's First Champion		Died from unknown causes (returned as a spirit)	physical
Fia's Second Champion		Died from unknown causes (returned as a spirit)	physical
Fia's Third Champion		Died from unknown causes (returned as a spirit)	physical
Fia, Deathbed Companion	D, Beholder of Death	Stabbed by D, Beholder of Death	
Finger Maiden Therolina	Preceptor Seluvis	Turned into a puppet by Preceptor Seluvis	physical
Fire Giant	The Tarnished | Alexander, Warrior Jar	Slain by the Tarnished, assisted by Alexander, Warrior Jar	
Fire Knight Hilde		Died from unknown causes (returned as a spirit)	physical
Fire Knight Kood	The Tarnished	Slain by the Tarnished	
Fire Knight Queelign	The Tarnished	Slain by the Tarnished (potentially turned into a spirit)	physical
Fire Knight Queelign	The Tarnished	Slain by the Tarnished (revived)	revived
Fire Knight Salza	The Tarnished	Slain by the Tarnished	
Fire Knight Wego	The Tarnished	Slain by the Tarnished	
Flying Dragon Agheel	The Tarnished | Bloody Finger Hunter Yura	Slain by the Tarnished, assisted by Bloody Finger Hunter Yura	
Flying Dragon Greyll	The Tarnished	Slain by the Tarnished	
Frenzied Duelist	The Tarnished	Slain by the Tarnished	
Glintstone Dragon Adula	The Tarnished	Slain by the Tarnished	
Glintstone Dragon Smarag	The Tarnished	Slain by the Tarnished	
God-Devouring Serpent	The Tarnished	Slain by the Tarnished alongside Rykard	
Godefroy the Grafted	The Tarnished	Slain by the Tarnished	
Godfrey, First Elden Lord	The Tarnished | Nepheli Loux, Warrior | Shabriri	Slain by the Tarnished, assisted by Nepheli Loux, Warrior or Shabriri	
Godrick the Grafted	The Tarnished | Nepheli Loux, Warrior	Slain by the Tarnished, assisted by Nepheli Loux, Warrior	
Godwyn the Golden	Black Knife Assassins | Lunar Princess Ranni	Soul destroyed by the Black Knife Assassins, orchestrated by Lunar Princess Ranni	brain-dead
Goldmask		Died after creating the Mending Rune of Perfect Order	
Grandmother		Died from unknown causes	
Great Horned Tragoth	The Tarnished | Patches the Untethered | Tanith, Volcano Manor Proprietress	Slain by the Tarnished on orders from Patches the Untethered and Tanith, Volcano Manor Proprietress	
Great Wyrm Theodorix	The Tarnished	Slain by the Tarnished	
Guardian Golem	The Tarnished	Slain by the Tarnished	
Hornsent	The Tarnished	Slain by the Tarnished (dependent on player choice)	determinant | unavoidable
Hornsent	The Tarnished | Needle Knight Leda	Slain by the Tarnished, assisted by Needle Knight Leda (dependent on player choice)	determinant | unavoidable
Hornsent	The Tarnished | Sanguine Noble Nataan | Sir Ansbach | Sir Thiollier	Slain by the Tarnished, assisted by Sanguine Noble Nataan, Sir Ansbach or Sir Thiollier (dependent on player choice)	determinant | unavoidable
Inaba, Disciple of Okina		Died from unknown causes (returned as spirits)	physical
Inquisitor Ghiza	The Tarnished	Slain by the Tarnished	
Irina of Morne		Murdered by the Misbegotten	
Jarwight	Preceptor Seluvis	Turned into a puppet by Preceptor Seluvis	physical
Jolán, Swordhand of Night	The Tarnished	Slain by the Tarnished (potentially turned into a spirit)	physical
Jori, Elder Inquisitor	The Tarnished	Slain by the Tarnished	
Juno Hoslow, Knight of Blood	The Tarnished | Tanith, Volcano Manor Proprietress	Slain by the Tarnished on orders from Tanith, Volcano Manor Proprietress	
Knight Bernahl	The Tarnished	Slain by the Tarnished	
Knight Diallos		Mortally wounded by jar-poachers	
Knight of the Solitary Gaol		Died from unknown causes (returned as a spirit)	physical
Lamenter	The Tarnished	Slain by the Tarnished	
Lanya		Murdered by a Recusant of Volcano Manor	
Latenna the Albinauric		Willingly lets herself turn into a spirit	physical
Leonard	The Tarnished	Slain by the Tarnished alongside Radahn	
Leonine Misbegotten	The Tarnished | Castellan Edgar	Slain by the Tarnished, assisted by Castellan Edgar	
Lhutel the Headless	Lhutel the Headless	Willingly let herself turn into a spirit	physical
Lichdragon Fortissax	The Tarnished	Slain by the Tarnished	
Lightseeker Hyetta	Three Fingers	Incinerated with the Flame of Frenzy by the Three Fingers	
Lionel the Lionhearted		Died from unknown causes (returned as a spirit)	physical
Logur, the Beast Claw	The Tarnished	Slain by the Tarnished	
Loretta, Knight of the Haligtree	The Tarnished	Slain by the Tarnished	
Lunar Princess Ranni	Lunar Princess Ranni	Destroyed her own body, transferring her spirit into a doll	physical
Mad Tongue Alberich	The Tarnished	Slain by the Tarnished	
Madding Hand	The Tarnished	Slain by the Tarnished	
Magma Wyrm Makar	The Tarnished | Blackguard Big Boggart | Great Horned Tragoth | Millicent the Rotting	Slain by the Tarnished, assisted by Blackguard Big Boggart, Great Horned Tragoth or Millicent the Rotting	
Magnus the Beast Claw	The Tarnished	Slain by the Tarnished	
