character	killed by	death	type
<1> Fish	Pokkle | Menchi	Fished by Pokkle during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Fish	Ponzu | Menchi	Fished by Ponzu during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Fish	Ryu | Menchi	Fished by Ryu during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Fish	Shishito | Menchi	Fished by Shishito during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Fish	Siper | Menchi	Fished by Siper during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Fish	Sommy | Menchi	Fished by Sommy during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Fish	Todo | Menchi	Fished by Todo during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Fish	Tonpa | Menchi	Fished by Tonpa during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Fish	Umori | Menchi	Fished by Umori during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<1> Ging's father		Lost at sea	
<1> Great Stamp	Agon | Buhara	Hunted by Agon during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Amori | Buhara	Hunted by Amori during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Bodoro | Buhara	Hunted by Bodoro during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Bourbon | Buhara	Hunted by Bourbon during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Geretta | Buhara	Hunted by Geretta during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Gon Freecss | Buhara	Hunted by Gon Freecss during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Goz | Buhara	Hunted by Goz during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Hanzo | Buhara	Hunted by Hanzo during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Hisoka Morow | Buhara	Hunted by Hisoka Morow during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Illumi Zoldyck | Buhara	Hunted by Illumi Zoldyck during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Imori | Buhara	Hunted by Imori during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Kenmi | Buhara	Hunted by Kenmi during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Killua Zoldyck | Buhara	Hunted by Killua Zoldyck during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Kurapika | Buhara	Hunted by Kurapika during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Kyu | Buhara	Hunted by Kyu during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Leorio Paradinight | Buhara	Hunted by Leorio Paradinight during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Pokkle | Buhara	Hunted by Pokkle during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Ponzu | Buhara	Hunted by Ponzu during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Ryu | Buhara	Hunted by Ryu during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Shishito | Buhara	Hunted by Shishito during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Siper | Buhara	Hunted by Siper during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Sommy | Buhara	Hunted by Sommy during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Todo | Buhara	Hunted by Todo during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Tonpa | Buhara	Hunted by Tonpa during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> Great Stamp	Umori | Buhara	Hunted by Umori during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<1> child	Meruem	Stabbed with his tail by Meruem	
<1> large man	Koala	Shot with a water bullet by Koala	
<1> red-haired little girl	Koala	Shot with a water bullet by Koala	
<2,000> Mafia members	Phantom Troupe members (excluding Nobunaga) | Chrollo Lucilfer	Massacred by the Phantom Troupe (excluding Nobunaga) on orders from Chrollo Lucilfer	
<20> 286th Hunter Exam examinees	Hisoka Morow	Murdered by Hisoka Morow	
<20> amateur Hunters	Illumi Zoldyck	Wiped out by Illumi Zoldyck	
<288> victims	Benny Delon	Murdered by Benny Delon	
<2> Man-faced Apes	Hisoka	Stabbed in the head with throwing cards by Hisoka	
<2> Mito's parents		Perished in an unknown accident	
<2> bounty hunters	Mike	Devoured by Mike	
<2> child's parents	Meruem	Slaughtered by Meruem	
<45> Fish	Menchi	Fished by the other 287th Hunter Exam examinees during the Second Phase of the 287th Hunter Exam proctored by Menchi	
<45> Great Stamps	Buhara	Hunted by the other 287th Hunter Exam examinees during the Second Phase of the 287th Hunter Exam proctored by Buhara	
<46,613> Republic of East Gorteau civilians	Shaiapouf | Meruem	Bodily failure after being affected by Shaiapouf's Spiritual Message during the Royal Selection ordered by Meruem	
<478,594> Republic of East Gorteau citizens	Neferpitou | Meruem	Murdered by Neferpitou during the Royal Selection ordered by Meruem	
<4> 287th Hunter Exam examinees		Devoured by a Frog-In-Waiting	
<4> people	Nanika	Murdered by Nanika to test her powers' rules	
<4> people	Nanika | Kikyo Zoldyck	Murdered by Nanika as a test by Kikyo Zoldyck	
<4> people	Nanika | Milluki Zoldyck	Murdered by Nanika on orders from Milluki Zoldyck	
<5,120,000> people		Caught in the 10 known explosions of a Poor Man's Rose	
<500> Underground Auction guests	Franklin Bordeau | Feitan Portor | Shizuku Murasaki | Chrollo Lucilfer	Massacred by Franklin Bordeau, Feitan Portor and Shizuku Murasaki on orders from Chrollo Lucilfer	
<66> people	Nanika | Yasuha | Illumi Zoldyck	Crushed into mince meat by Nanika as a result of the cumulative effect of Yasuha's wish when Kasuga was forced to handle Nanika by Illumi Zoldyck	
<993> Dark Continent expeditioners		Devoured by the Pap	
Agon	Hisoka Morow	Murdered by Hisoka Morow	
Amana	Genthru	Murdered by Genthru	
Assam	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Assassin A	Chrollo Lucilfer	Devoured by Chrollo Lucilfer's Indoor Fish	
Assassin B	Chrollo Lucilfer	Stabbed in the back of the head with a pen by Chrollo Lucilfer	
Assassin C	Chrollo Lucilfer	Murdered by Chrollo Lucilfer	
Assassin D	Chrollo Lucilfer	Stabbed in the back of the head by Chrollo Lucilfer	
Assassin E	Chrollo Lucilfer	Murdered by Chrollo Lucilfer	
Assassin F	Chrollo Lucilfer	Stabbed in the head with a pen by Chrollo Lucilfer	
Asta	Genthru	Murdered by Genthru	
Baise	Shizuku Murasaki	Smashed in the head by Shizuku Murasaki	
Baital	Isaac Netero	Beheaded by Isaac Netero	
Balda	Pike	Skull bitten off by Pike	
Baro	Gon Freecss	Crushed by Gon Freecss	
Battera's Lover		Passed away	
Bean	Machi Komacine	Hanged by Machi Komacine	
Benny Delon		Died from unknown causes	
Bodoro	Killua Zoldyck	Stabbed through the chest by Killua Zoldyck	
Boki	Shalnark Ryuseih	Obliterated by Shalnark Ryuseih	
Bopobo	Razor	Head blown off with a dodgeball by Razor	
Bounty Hunter	Mike | Zebro | Canary	Fed to Mike by Zebro after being incapacitated by Canary	
Bourbon	Ponzu	Anaphylactic shock caused by Ponzu's bees	
Bushidora Ambitious	Hisoka Morow	Murdered by Hisoka Morow	
Centipede	Kite	Shot in the head by Kite	
Cheetu	Silva Zoldyck	Crushed by Silva Zoldyck	
Cherry	Hisoka Morow	Murdered by Hisoka Morow	
Chikuta	Phantom Troupe (Kurta Clan Massacre)	Massacred by the Phantom Troupe	
Chimera Ant Queen	Meruem	Fatally wounded when Meruem prematurely forces his birth	
Chiona	Isaac Netero	Slain by Isaac Netero	
Contarch	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Dalzollene	Phinks Magcub	Impaled from behind by Phinks Magcub	
Dog	Phinks Magcub	Slain by Phinks Magcub	
East Gorteau Go Champion	East Gorteau Go Champion	Committed suicide in an unknown manner	
East Gorteau Nen-using Soldier	Meruem	Murdered by Meruem	
East Gorteau Shogi Champion	Meruem	Head smashed to bits by Meruem	
Flutter	Knov	Slain by Knov	
Frog	Kite	Head sliced off by Kite	
Gaftz	Isaac Netero	Slain by Isaac Netero	
Gaki	Gaki | Jed	Exploded due to his contract with Jed	
Garcia	Rengoku	Neck snapped by Rengoku	
General Sharman		Assassinated by an unknown person	
Geretta	Hisoka Morow	Beheaded by Hisoka Morow	
Goran	Isaac Netero	Slain by Isaac Netero	
Gorilla	Phinks Magcub	Punched by Phinks Magcub	
Gotoh	Hisoka Morow	Throat slit by Hisoka Morow	
Goz	Illumi Zoldyck	Stabbed in the face with needles by Illumi Zoldyck	
Gun-toting Ant	Bonolenov Ndongo	Crushed by Bonolenov Ndongo	
Gyro		Murdered and devoured by the Chimera Ants (reborn as a Chimera Ant)	reincarnated
Gyro's Father	Gyro	Bludgeoned with a hammer by Gyro	
Hanse	Genthru	Murdered by Genthru	
Hassam	Nanika | Kikyo Zoldyck	Crushed into mince meat by Nanika after Mitsuba refused her request on orders from Kikyo Zoldyck	
Inzagi	Killua Zoldyck	Head destroyed with yo-yos by Killua Zoldyck	
Isaac	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Isaac Netero	Isaac Netero	Pierced his own heart with his finger which detonated the bomb inside his body	
Ivlenkov	Shizuku Murasaki	Skull crushed by Shizuku Murasaki	
Jed	Gon Freecss	Perished after being punched by Gon Freecss	
Jeet	Genthru	Detonated by Genthru	
Jispa	Genthru	Fatally wounded after his face was detonated by Genthru	
Johness	Killua Zoldyck	Heart plucked out by Killua Zoldyck	
Kastro	Hisoka Morow	Stabbed with multiple playing cards by Hisoka Morow	
Kasuga	Nanika | Yasuha | Illumi Zoldyck	Crushed into mince meat by Nanika as a result of the cumulative effect of Yasuha's wish, forced to handle Nanika by Illumi Zoldyck	
Kazsule	Genthru	Murdered by Genthru	
Kenzaki	Hisoka Morow	Murdered by Hisoka Morow	
Kite	Neferpitou	Beheaded by Neferpitou (reborn as a Chimera Ant)	reincarnated
Komugi	Isaac Netero	Poisoned by the Poor Man's Rose detonated by Isaac Netero	
Kon's mother	Kite	Slain by Kite	
Kortopi	Hisoka Morow	Beheaded by Hisoka Morow	
Kosofftro	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Kurapika's Father	Phantom Troupe (Kurta Clan Massacre)	Massacred by the Phantom Troupe	
Kurapika's Mother	Phantom Troupe (Kurta Clan Massacre)	Massacred by the Phantom Troupe	
Kurt		Murdered by a Chimera Ant	
Kurta Clan Elder	Phantom Troupe (Kurta Clan Massacre)	Massacred by the Phantom Troupe	
Latarza	Feitan Portor	Murdered by Feitan Portor	
Latoon	Hisoka Morow	Murdered by Hisoka Morow	
Lead East Gorteau Dancer	Meruem	Murdered by Meruem	
Leech	Uvogin	Head bitten off by Uvogin	
Leol	Morel Mackernasey	Poisoned with carbon dioxide by Morel Mackernasey	
Longhorn Beetle	Kalluto Zoldyck	Torn to shreds by Kalluto Zoldyck	
Maenole	Killua Zoldyck	Head destroyed with yo-yos by Killua Zoldyck	
Manheim	Genthru	Murdered by Genthru	
Menthuthuyoupi	Isaac Netero	Poisoned by the Poor Man's Rose detonated by Isaac Netero	
Meruem	Isaac Netero	Poisoned by the Poor Man's Rose detonated by Isaac Netero	
Meteor City's Elder		Died from unknown causes	
Mikli	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Ming Jol-ik's Double	Meruem	Slaughtered by Meruem	
Mitsuba	Nanika | Kikyo Zoldyck	Crushed into mince meat by Nanika after refusing her request on orders from Kikyo Zoldyck	
Mizelle	Phantom Troupe (Kurta Clan Massacre)	Massacred by the Phantom Troupe	
Montreux	Genthru	Murdered by Genthru	
Moritonio	Hisoka Morow	Bludgeoned with magnetic poles by Hisoka Morow	
Mosquito	Killua Zoldyck	Beheaded by Killua Zoldyck	
Muna	Nanika | Milluki Zoldyck	Perished due to Nanika's power via manipulation by Milluki Zoldyck	
Neferpitou	Gon Freecss	Skull bashed in by Gon Freecss	
Nick Cue	Genthru	Murdered by Genthru	
Nickes	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Nomdieu	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Nostrade Butler	Baise	Used as a human shield from bullets by Baise	
Omokage	Retz	Stabbed in the back by Retz	
Ortho Brother	Killua Zoldyck	Beheaded by Killua Zoldyck	
Ortho Sister	Killua Zoldyck	Beheaded by Killua Zoldyck	
Pairo	Phantom Troupe (Kurta Clan Massacre)	Massacred by the Phantom Troupe	
Pakunoda	Kurapika	Heart crushed by Kurapika	
Peggy	Meruem	Head destroyed by Meruem	
Pekuba		Decapitated by a Chimera Ant	
Pell	Shalnark Ryuseih	Obliterated by Shalnark Ryuseih	
Pietro		Perished from an illness	
Pike	Shizuku Murasaki	Drained of his blood by Shizuku Murasaki	
Pisac	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Pokkle	Pig | Neferpitou	Butchered by Pig on orders from Neferpitou	
Pokoro	Isaac Netero	Slain by Isaac Netero	
Ponzu	Gun-toting Ant	Shot multiple times by the Gun-toting Ant	
Porcupine	Uvogin	Brain damaged via screaming by Uvogin	
Princess Corco		Died from unknown causes	
Puhat	Genthru	Throat detonated by Genthru	
Rabid Dog	Uvogin	Skull pierced by Uvogin	
Rammot	Killua Zoldyck	Beheaded and skull crushed by Killua Zoldyck	
Redwood	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Reikei	Isaac Netero	Slain by Isaac Netero	
Reina		Murdered by a Chimera Ant	
Rengoku	Rengoku	Stabbed herself in the abdomen	
Retz	Omokage	Murdered by Omokage	
Rhino	Killua Zoldyck	Stabbed by Killua Zoldyck	
Rover	Yunju	Murdered by Yunju	
Sabazushi	Genthru	Face exploded by Genthru	
Sara		Died from unknown causes	
Shachmono Tocino	Franklin Bordeau	Shot in the head by Franklin Bordeau	
Shaiapouf	Isaac Netero	Poisoned by the Poor Man's Rose detonated by Isaac Netero	
Shalnark Ryuseih	Hisoka Morow	Murdered by Hisoka Morow	
Shark	Killua Zoldyck	Head sliced through by Killua Zoldyck	
Shihael	Genthru | Sub | Bara	Detonated by Genthru, Sub and Bara	
Siper	Illumi Zoldyck	Shot in the head with a needle by Illumi Zoldyck	
Small Beetle	Shalnark Ryuseih	Obliterated by Shalnark Ryuseih	
Souheil	Genthru	Murdered by Genthru	
Spot	Yunju	Murdered by Yunju	
Squala	Nobunaga Hazama	Beheaded by Nobunaga Hazama	
Taragetter	Knov	Head removed by Knov	
Teradein Neutral	Hisoka Morow	Murdered by Hisoka Morow	
Togari	Hisoka Morow	Decapitated with hookbill knives by Hisoka Morow	
Turtle	Meruem	Murdered by Meruem	
Uvogin	Kurapika	Heart crushed by Kurapika	
Wong Li	Genthru	Murdered by Genthru	
Worm	Uvogin	Slain by Uvogin	
Yabibi	Genthru	Murdered by Genthru	
Yunju	Kite	Shot in the head by Kite	
Zaiqahal		Murdered and devoured by the Chimera Ants (reborn as the Chimera Ant Welfin)	reincarnated
Zazan	Feitan Portor	Incinerated by Feitan Portor	
Zeho	Genthru	Murdered by Genthru	
Zem	Isaac Netero	Slain by Isaac Netero	
