character	killed by	death	type
<1> Ronin	Noctis' Party	Slain by Noctis and his companions (Bewitched Blade Stains the Waters)	
<1> Treant	Noctis' Party	Slain by Noctis and his companions (Felling Mad, Old Trees)	
<1> Vesper Gar	Noctis Lucis Caelum | Navyth Arlund	Fished by Noctis Lucis Caelum on request from Navyth Arlund (Navyth's Challenge)	
<1> Yojimbo	Noctis' Party	Slain by Noctis and his companions (A Fistful of Gil)	
<2,000,000+> Solheim inhabitants		Murdered by and/or transformed into daemons and later slain due to the Starscourge (millions mentioned)	
<25> Cactuar and Slactuar	Noctis' Party	Slain by Noctis and his companions (Timed Quest 21)	
<2> Arbagadol	Noctis' Party	Slain by Noctis and his companions (Off with Their Heads!)	
<2> Duplicorn	Noctis' Party	Slain by Noctis and his companions (The Last Spiracorns)	
<2> Grandhorn	Noctis' Party	Slain by Noctis and his companions (Beast over Brawn)	
<2> Grenade	Noctis' Party	Slain by Noctis and his companions (Will-o'-the-Wisps out on the Town)	
<2> Grootslang	Noctis' Party	Slain by Noctis and his companions (An Omen Crawls Upon the Ground)	
<2> Hecteyes	Noctis' Party	Slain by Noctis and his companions (A Nightmare Upon the Water)	
<2> Hekatontoad	Noctis' Party	Slain by Noctis and his companions (To Catch a Frog)	
<2> Iron Giant	Noctis' Party	Slain by Noctis and his companions (A Roaring in the Night)	
<2> Magnanir	Noctis' Party	Slain by Noctis and his companions (The Hunter-Slaying Herd)	
<2> Mindflayer	Noctis' Party	Slain by Noctis and his companions (Back Alley Spook)	
<2> Royalisk	Noctis' Party	Slain by Noctis and his companions (Breeding Season: Hen Extermination)	
<2> Sahagin	Noctis' Party	Slain by Noctis and his companions (Acquit Not Evil)	
<2> Salpinx	Noctis' Party	Slain by Noctis and his companions (Tourists Fade into the Night)	
<2> Sir Tonberry	Noctis' Party | Randolph	Slain by Noctis and his companions on request from Randolph (Legend Wrapped in an Enigma)	
<2> Tonberry	Noctis' Party	Slain by Noctis and his companions (The Case of the Disappearing Hunters)	
<30> Garulessa, Garula and Garulet	Noctis' Party	Slain by Noctis and his companions (Timed Quest 20)	
<30> Garulessa, Garula and Garulet	Noctis' Party	Slain by Noctis and his companions (Timed Quest 29)	
<30> Garulessa, Garula and Garulet	Noctis' Party	Slain by Noctis and his companions (Timed Quest 7)	
<30> Saphyrtail and Reaperking	Noctis' Party	Slain by Noctis and his companions (Timed Quest 19)	
<30> Saphyrtail and Reaperking	Noctis' Party	Slain by Noctis and his companions (Timed Quest 2)	
<30> Saphyrtail and Reaperking	Noctis' Party	Slain by Noctis and his companions (Timed Quest 23)	
<30> Saphyrtail and Reaperking	Noctis' Party	Slain by Noctis and his companions (Timed Quest 9)	
<30> enemies	Prompto Argentum	Shot with crackshots by Prompto Argentum (Sharp Shooting Trophy)	
<35> Killer Bee and Killer Wasp	Noctis' Party	Slain by Noctis and his companions (Timed Quest 15)	
<35> Killer Bee and Killer Wasp	Noctis' Party	Slain by Noctis and his companions (Timed Quest 30)	
<3> Albinogin	Noctis' Party	Slain by Noctis and his companions (Avenge the Anglers)	
<3> Alphagin	Noctis' Party	Slain by Noctis and his companions (Acquit Not Evil)	
<3> Alv	Noctis' Party	Slain by Noctis and his companions (Ill Weeds Grow at Night)	
<3> Anak	Noctis' Party	Slain by Noctis and his companions (Bounty-Hunted Beauties)	
<3> Anakadom	Noctis' Party	Slain by Noctis and his companions (Bounty-Hunted Beauties)	
<3> Anaklaban	Noctis' Party	Slain by Noctis and his companions (Wild Beauties)	
<3> Arba	Noctis' Party	Slain by Noctis and his companions (Off with Their Heads!)	
<3> Ashenhorn	Noctis' Party	Slain by Noctis and his companions (Rookie Hunter Tragedy)	
<3> Basilisk	Noctis' Party	Slain by Noctis and his companions (Breeding Season: Rooster Extermination)	
<3> Black Flan	Noctis' Party	Slain by Noctis and his companions (Mission: Invincible)	
<3> Brutal Bee	Noctis' Party	Slain by Noctis and his companions (To Sting in Anger)	
<3> Bulette	Noctis' Party	Slain by Noctis and his companions (Hammer the Cannibals)	
<3> Bussemand	Noctis' Party	Slain by Noctis and his companions (Baby Snatchers)	
<3> Cockatrice	Noctis' Party	Slain by Noctis and his companions (The Rogues of Rydielle Ley)	
<3> Copperoc	Noctis' Party	Slain by Noctis and his companions (Red Lightning of Ravatogh)	
<3> Coraldevil	Noctis' Party	Slain by Noctis and his companions (Rulers of the Banks)	
<3> Dualhorn	Noctis' Party	Slain by Noctis and his companions (Beast over Brawn)	
<3> Dualhorn	Noctis' Party	Slain by Noctis and his companions (Horned Hunting Hazards)	
<3> Elder Coeurl	Noctis' Party	Slain by Noctis and his companions (Old Denizens of the Woods)	
<3> Flexitusk	Noctis' Party	Slain by Noctis and his companions (Gorgers in the Dust)	
<3> Ganymede	Noctis' Party	Slain by Noctis and his companions (Cruel Giants of Duscae)	
<3> Garula	Noctis' Party	Slain by Noctis and his companions (Galloping Garulas)	
<3> Gelatin	Noctis' Party	Slain by Noctis and his companions (Blobs Ashore)	
<3> Gigantuar	Noctis' Party	Slain by Noctis and his companions (In the Drylands, It Rains Spines)	
<3> Green Garula	Noctis' Party	Slain by Noctis and his companions (Galloping Garulas)	
<3> Killer Queen	Noctis' Party	Slain by Noctis and his companions (Disquieted Queens)	
<3> Killer Wasp	Noctis' Party	Slain by Noctis and his companions (Deadly Extermination)	
<3> Kokyangwuti	Noctis' Party	Slain by Noctis and his companions (The Web-Weaving Princesses)	
<3> Leukorn	Noctis' Party	Slain by Noctis and his companions (Scrap it Now!)	
<3> Lich	Noctis' Party	Slain by Noctis and his companions (Softly Now, Mighty Foes)	
<3> Mightyshears	Noctis' Party	Slain by Noctis and his companions (Shear Force)	
<3> Mindflayer	Noctis' Party	Slain by Noctis and his companions (Exorcism of the Nebulawood)	
<3> Mushmahhu	Noctis' Party	Slain by Noctis and his companions (Hunter HQ Line of Defense)	
<3> Mushussu	Noctis' Party	Slain by Noctis and his companions (Hunter HQ Line of Defense)	
<3> Necromancer	Noctis' Party	Slain by Noctis and his companions (Things from the Past)	
<3> Reaperking	Noctis' Party	Slain by Noctis and his companions (Pointiest Pins in the Volcano)	
<3> Redlegs	Noctis' Party	Slain by Noctis and his companions (Reclaiming Schier Heights)	
<3> Rubyshears	Noctis' Party	Slain by Noctis and his companions (Peace to the Beach)	
<3> Seadevil	Noctis' Party	Slain by Noctis and his companions (Rulers of the Banks)	
<3> Shieldshears	Noctis' Party	Slain by Noctis and his companions (Cranky Crustaceans)	
<3> Skarnbulette	Noctis' Party	Slain by Noctis and his companions (Hammer the Cannibals)	
<3> Soldier Wasp	Noctis' Party	Slain by Noctis and his companions (Deadly Extermination)	
<3> Sparkshears	Noctis' Party	Slain by Noctis and his companions (The Gourmands of Vannath)	
<3> Spiracorn	Noctis' Party	Slain by Noctis and his companions (The Last Spiracorns)	
<3> Thunderoc	Noctis' Party	Slain by Noctis and his companions (Red Lightning of Ravatogh)	
<3> enemies	Prompto Argentum	Assassinated by Prompto Argentum (Unseen Assassin Trophy)	
<40> Gigantoad and Hekatontoad	Noctis' Party	Slain by Noctis and his companions (Timed Quest 22)	
<40> Gigantoad and Hekatontoad	Noctis' Party	Slain by Noctis and his companions (Timed Quest 5)	
<4> Hundlegs	Noctis' Party	Slain by Noctis and his companions (Reclaiming Schier Heights)	
<4> Malboro, Malbodoom and Malboro Brat	Noctis' Party	Slain by Noctis and his companions (Timed Quest 14)	
<4> Mesmenir	Noctis' Party	Slain by Noctis and his companions (The Hunter-Slaying Herd)	
<4> researchers	Omega	Murdered in a rampage by Omega	
<50> Sabertusk and Flexitusk	Noctis' Party	Slain by Noctis and his companions (Timed Quest 13)	
<50> Sabertusk and Flexitusk	Noctis' Party	Slain by Noctis and his companions (Timed Quest 26)	
<50> Sabertusk and Flexitusk	Noctis' Party	Slain by Noctis and his companions (Timed Quest 4)	
<5> Arba	Noctis' Party	Slain by Noctis and his companions (Long Necks on the Plains)	
<5> Coeurl	Noctis' Party	Slain by Noctis and his companions (Hunters of Secullam Pass)	
<5> Flan	Noctis' Party	Slain by Noctis and his companions (Squash the Squirmers)	
<5> Garula	Noctis' Party	Slain by Noctis and his companions (Reign Triumphant)	
<5> Hobgoblin	Noctis' Party	Slain by Noctis and his companions (Baby Snatchers)	
<5> Hobgoblin	Noctis' Party	Slain by Noctis and his companions (Footfalls in the Dark)	
<5> Ice Bomb	Noctis' Party	Slain by Noctis and his companions (Cool Callatein Mist)	
<5> Killer Bee	Noctis' Party	Slain by Noctis and his companions (To Sting in Anger)	
<5> Megaloclaw	Noctis' Party	Slain by Noctis and his companions (They Came Back from the Mountain)	
<5> Mesmenir	Noctis' Party	Slain by Noctis and his companions (Varmints of the Wastelands)	
<5> Midgardsormr and Hvitrormr	Noctis' Party	Slain by Noctis and his companions (Timed Quest 18)	
<5> Regaltrice	Noctis' Party	Slain by Noctis and his companions (Lovable Little Gluttons)	
<5> Saphyrtail	Noctis' Party	Slain by Noctis and his companions (Sting in the Tail)	
<5> Seadevil	Noctis' Party	Slain by Noctis and his companions (A Nightmare Came by Ferry)	
<5> Thunder Bomb	Noctis' Party	Slain by Noctis and his companions (Thunder in Them Thar Hills)	
<5> Yellowtooth	Noctis' Party	Slain by Noctis and his companions (Beasts Wallow in the Wetlands)	
<5> Ziggurat	Noctis' Party	Slain by Noctis and his companions (Trembling Killers)	
<6> Aspidochelon	Noctis' Party	Slain by Noctis and his companions (Timed Quest 28)	
<6> Aspidochelon	Noctis' Party	Slain by Noctis and his companions (Timed Quest 8)	
<7> Ereshkigal	Noctis' Party	Slain by Noctis and his companions (A Daemonic Orchestra)	
<7> Glamhoth	Noctis' Party	Slain by Noctis and his companions (Stealers of Lives)	
<7> Goblin	Noctis' Party	Slain by Noctis and his companions (Mineside Mischief Makers)	
<7> Killer Wasp	Noctis' Party	Slain by Noctis and his companions (Threat from the Thicket)	
<7> Sabertusk	Noctis' Party	Slain by Noctis and his companions (Howling Wind of Hunger)	
<7> Spiracorn	Noctis' Party	Slain by Noctis and his companions (Untamed Wild Horses)	
<7> Wyvern	Noctis' Party	Slain by Noctis and his companions (Verinas Mart Under Threat)	
<8> Garchimacera	Noctis' Party	Slain by Noctis and his companions (Help Needed in EXINERIS)	
<9> Bandersnatch	Noctis' Party	Slain by Noctis and his companions (Timed Quest 12)	
<9> Bandersnatch	Noctis' Party	Slain by Noctis and his companions (Timed Quest 3)	
<9> Saberclaw	Noctis' Party	Slain by Noctis and his companions (Secure the Mountain Pass)	
<9> Thunderoc	Noctis' Party	Slain by Noctis and his companions (Voltage Fluctuation)	
<9> Voretooth	Noctis' Party	Slain by Noctis and his companions (Red in Tooth and Claw)	
<9> hunters		Presumably died during hunts, dogtags retrieved by Noctis and his friends during Dave's sidequests	
Adamantoise	Noctis' Party	Slain by Noctis and his companions (Lonely Rumblings in Longwythe)	
Aera Mirus Fleuret	Somnus Lucis Caelum	Accidentally cut down by Somnus Lucis Caelum	
Arachne	Noctis' Party	Slain by Noctis and his companions	
Aramusha	Noctis' Party	Slain by Noctis and his companions	
Ardyn Izunia		Soul sent to the afterlife after travelling to the beyond (The Dawn of the Future Alternate Ending)	non-canon
Ardyn Izunia	Ignis Scientia	Body disintegrated with the Ring of the Lucii by Ignis Scientia (later returned as an immortal) (Episode Ignis Alternate Ending)	revived | non-canon
Ardyn Izunia	Kings of Lucii | Ardyn Izunia	Impaled by the Kings of Lucii on his own orders (soul remained in the realm between life and death) (The Dawn of the Future Alternate Ending)	physical | non-canon
Ardyn Izunia	Kings of Lucii | Noctis Lucis Caelum	Destroyed and purified by the Kings of Lucii on orders from Noctis Lucis Caelum	
Ardyn Izunia	Noctis Lucis Caelum	Stabbed by Noctis Lucis Caelum (soul remained in the realm between life and death)	physical
Ardyn Izunia	Noctis Lucis Caelum | Ignis Scientia	Eventually slain and purified by Noctis Lucis Caelum via a plan devised by Ignis Scientia (Episode Ignis Alternate Ending)	non-canon
Ardyn Izunia	Somnus Lucis Caelum	Executed by Somnus Lucis Caelum (later returned as an immortal)	revived
Aspidochelon	Noctis' Party	Slain by Noctis and his companions (Starving Beast Seeks Food)	
Aulea		Passed away after giving birth	
Ayakashi	Noctis' Party	Slain by Noctis and his companions (Dead General Strikes Down the King)	
Bahamut	Ardyn Izunia | Kings of Lucii	Slain in the beyond by Ardyn Izunia and the Kings of Lucii (The Dawn of the Future Alternate Ending)	non-canon
Bahamut	Noctis Lucis Caelum | Shiva | Ifrit | Leviathan | Ramuh | Titan	Slain in his physical form by Noctis Lucis Caelum, assisted by the other Astrals (The Dawn of the Future Alternate Ending)	non-canon
Bandersnatch	Noctis' Party	Slain by Noctis and his companions	
Behemoth King	Noctis' Party	Slain by Noctis and his companions	
Behemoth Tyrant	Noctis' Party	Slain by Noctis and his companions (A Most Behemoth Undertaking)	
Bennu	Noctis' Party | Randolph	Slain by Noctis and his companions on request from Randolph (A Legend Is Born)	
Bilröst	Noctis' Party	Slain by Noctis and his companions	
Bloodhorn	Noctis' Party	Slain by Noctis and his companions	
Caligo Ulldor	Ravus Nox Fleuret	Impaled with a sword by Ravus Nox Fleuret	
Catoblepas	Noctis' Party	Slain by Noctis and his companions (Marsh Madness! The Giant Awakens)	
Cerberus	Noctis' Party | Cor Leonis	Slain by Noctis and his companions, assisted by Cor Leonis	
Chadarnook	Noctis' Party	Slain by Noctis and his companions (A Lost Painting)	
Chandravarma	Noctis' Party	Slain by Noctis and his companions	
Chirada	Noctis' Party	Slain by Noctis and his companions	
Coctura Arlund		Presumably turned into a deamon and later slain due to the Starscourge	
Crepera Lucis Caelum		Died from unknown causes	
Deadeye	Noctis' Party	Slain by Noctis and his companions (A Behemoth Undertaking)	
Deathclaw	Noctis Lucis Caelum | Ignis Scientia | Gladiolus Amicitia	Slain by Noctis and his companions minus Prompto	
Devil of the Cygillan	Noctis Lucis Caelum | Navyth Arlund	Fished by Noctis Lucis Caelum on request from Navyth Arlund (Angler's Nightmare)	
Dino Ghiranze		Presumably turned into a deamon and later slain due to the Starscourge	
Dread Behemoth	Noctis' Party	Slain by Noctis and his companions (Timed Quest 10)	
Dread Behemoth	Noctis' Party	Slain by Noctis and his companions (Timed Quest 31)	
Fierce	Noctis' Party | Ardyn Izunia	Slain by Noctis and his companions after being enslaved via the Starscourge by Ardyn Izunia, final hit delivered by Gladiolus	
Garuda	Noctis' Party	Slain by Noctis and his companions	
Gilgamesh		Died from unknown causes (sealed his own soul within the Tempering Grounds)	physical
Iedolas Aldercapt	Ardyn Izunia	Body perished when forcefully turned into a daemon by Ardyn Izunia (remained as a Foras daemon)	undead
Iedolas Aldercapt	Noctis' Party	Slain by Noctis and his companions	
Iedolas Aldercapt's wife		Passed away after giving birth	
Ifrit	Ardyn Izunia | Kings of Lucii	Vanished after Bahamut was destroyed in the beyond by Ardyn Izunia and the Kings of Lucii (The Dawn of the Future Alternate Ending)	non-canon
Ifrit	Bahamut	Slain by Bahamut during the War of the Astrals (later awakened and daemonified by Ardyn)	revived
Ifrit	Shiva | Noctis' Party	Frozen and shattered by Shiva after being weakened by Noctis and his companions	
Iseultalon	Noctis' Party	Slain by Noctis and his companions	
Jabberwock	Noctis' Party	Slain by Noctis and his companions	
Jared Hester	Caligo Ulldor	Murdered by Caligo Ulldor	
Jormungand	Noctis' Party	Slain by Noctis and his companions	
Kaiser Behemoth	Prompto Argentum | Aranea Highwind	Slain by Prompto Argentum and Aranea Highwind	
Kengo	Noctis' Party	Slain by Noctis and his companions	
Lakhmu Flan	Noctis' Party	Slain by Noctis and his companions	
Leviathan	Ardyn Izunia | Kings of Lucii	Vanished after Bahamut was destroyed in the beyond by Ardyn Izunia and the Kings of Lucii (The Dawn of the Future Alternate Ending)	non-canon
Loqi Tummelt	Ardyn Izunia	Murdered by a horde of daemons summoned by Ardyn Izunia	
Lunafreya Nox Fleuret	Ardyn Izunia	Bled out after being stabbed in the chest by Ardyn Izunia	
Mahanaga	Noctis' Party	Slain by Noctis and his companions	
Malbodoom	Noctis' Party | Randolph	Slain by Noctis and his companions on request from Randolph (Dreadful Legend)	
Malboro	Noctis' Party	Slain by Noctis and his companions	
Manxom	Noctis' Party	Slain by Noctis and his companions	
Mars Sapientia	Ardyn Izunia	Turned into a deamon by Ardyn Izunia and later slain	
Melusine	Noctis' Party	Slain by Noctis and his companions	
Mictlantecihuatl	Noctis' Party	Slain by Noctis and his companions	
Molokujata	Noctis' Party	Slain by Noctis and his companions (Devils Cry Curses)	
Mors Lucis Caelum		Passed away from natural causes	
Mystic	Noctis' Party | Ardyn Izunia	Slain by Noctis and his companions after being enslaved via the Starscourge by Ardyn Izunia	
Naga	Noctis' Party	Slain by Noctis and his companions	
Naglfar	Noctis' Party | Randolph	Slain by Noctis and his companions on request from Randolph (Wondrous Weapon)	
Noctis Lucis Caelum		Soul sent to the afterlife after travelling to the beyond	
Noctis Lucis Caelum	Kings of Lucii | Noctis Lucis Caelum	Impaled by the Kings of Lucii on his own orders (soul remained in the realm between life and death)	physical
Omega	Noctis' Party	Slain by Noctis and his companions	
Optimus Lucis Caelum		Died from unknown causes	
Phalaris	Noctis' Party | Randolph	Slain by Noctis and his companions on request from Randolph (Cursed Legend)	
Pryna		Died of heartbreak after losing Lunafreya	
Quetzalcoatl	Noctis Lucis Caelum | Prompto Argentum | Ignis Scientia | Aranea Highwind	Slain by Noctis and his companions minus Gladiolus, assisted by Aranea Highwind	
Ramuh	Ardyn Izunia | Kings of Lucii	Vanished after Bahamut was destroyed in the beyond by Ardyn Izunia and the Kings of Lucii (The Dawn of the Future Alternate Ending)	non-canon
Ravus Nox Fleuret	Ardyn Izunia	Bled out after having his arm sliced off by Ardyn Izunia (later revived as a daemon by Ardyn)	undead
Ravus Nox Fleuret	Noctis' Party	Slain by Noctis and his companions	
Rogue	Noctis' Party | Ardyn Izunia	Slain by Noctis and his companions after being enslaved via the Starscourge by Ardyn Izunia, final hit delivered by Prompto	
Rogue Behemoth	Noctis' Party	Slain by Noctis and his companions	
Rogue Karlabos	Noctis' Party	Slain by Noctis and his companions	
Shiva	Ardyn Izunia | Kings of Lucii	Vanished after Bahamut was destroyed in the beyond by Ardyn Izunia and the Kings of Lucii (The Dawn of the Future Alternate Ending)	non-canon
Shiva	Verstael Besithia | Ardyn Izunia	Struck down by the Niflheim Empire's specialized anti-deity daemonic weaponry, developed by Verstael Besithia at the behest of Ardyn Izunia (remains alive as an Astral)	physical
Somnus Lucis Caelum		Died from unknown causes	
Suparna	Noctis' Party	Slain by Noctis and his companions	
Sylva Via Fleuret	Glauca	Murdered by Glauca	
Titan	Ardyn Izunia | Kings of Lucii	Vanished after Bahamut was destroyed in the beyond by Ardyn Izunia and the Kings of Lucii (The Dawn of the Future Alternate Ending)	non-canon
Tonitrus Lucis Caelum		Died from unknown causes	
Treant	Noctis' Party	Slain by Noctis and his companions	
Tyraneant	Noctis' Party	Slain by Noctis and his companions (Timed Quest 24)	
Tyraneant	Noctis' Party	Slain by Noctis and his companions (Timed Quest 31)	
Unit SAS-0822 Barbarus	Prompto Argentum | Aranea Highwind	Slain by Prompto Argentum and Aranea Highwind	
Unit XDA-1002 Immortalis	Prompto Argentum | Aranea Highwind	Core destroyed by Prompto Argentum and Aranea Highwind	
Verstael Besithia	Prompto Argentum	Shot by Prompto Argentum (transferred his consciousness into Immortalis)	physical
Verstael Besithia	Prompto Argentum | Aranea Highwind	Finally perished when the Immortalis was destroyed by Prompto Argentum and Aranea Highwind	
Zu	Noctis' Party	Slain by Noctis and his companions (Feathered Giant of the Firesmoke)	
