character	killed by	death	type
<3> Terror Ghost	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Euryale	Defeated by Ritsuka Fujimaru's party	
<3> Werejaguar	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale	Defeated by Ritsuka Fujimaru's party	
<3> Werejaguar	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Euryale	Defeated by Ritsuka Fujimaru's party	
<3> Werewolf	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Euryale	Defeated by Ritsuka Fujimaru's party	
<3> Wyvern	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios | Orion	Defeated by Ritsuka Fujimaru's party	
<3> Wyvern Dread	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios	Defeated by Ritsuka Fujimaru's party	
<4> Ghost	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion	Defeated by Ritsuka Fujimaru's party	
<4> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake	Defeated by Ritsuka Fujimaru's party	
<4> Wyvern	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios	Defeated by Ritsuka Fujimaru's party	
<4> Wyvern	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale	Defeated by Ritsuka Fujimaru's party	
<4> Wyvern Dread	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios | Orion	Defeated by Ritsuka Fujimaru's party	
<5> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios	Defeated by Ritsuka Fujimaru's party	
<5> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios | Euryale	Defeated by Ritsuka Fujimaru's party	
<5> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios | Orion	Defeated by Ritsuka Fujimaru's party	
<5> Skeleton	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake	Defeated by Ritsuka Fujimaru's party	
<5> Werewolf	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale	Defeated by Ritsuka Fujimaru's party	
<5> Zombie Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Euryale	Defeated by Ritsuka Fujimaru's party	
<6> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake	Defeated by Ritsuka Fujimaru's party	
<6> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion	Defeated by Ritsuka Fujimaru's party	
<6> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Asterios | Euryale	Defeated by Ritsuka Fujimaru's party	
<7> Dragon Tooth Warrior	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Asterios | Euryale	Defeated by Ritsuka Fujimaru's party	
<7> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake	Defeated by Ritsuka Fujimaru's party	
<7> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios | Orion	Defeated by Ritsuka Fujimaru's party	
<8> Lamia	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake	Defeated by Ritsuka Fujimaru's party	
<8> Pirate	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<8> Pirate	Ritsuka Fujimaru | Mash Kyrielight	Defeated by Ritsuka Fujimaru's party	
<8> Pirate	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake	Defeated by Ritsuka Fujimaru's party	
<9> Ghost	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Euryale	Defeated by Ritsuka Fujimaru's party	
Anne Bonny	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios | Orion	Defeated by Ritsuka Fujimaru's party	
Artemis	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party	
Asterios	Hector | Jason	Impaled by Hector's spear on orders from Jason and threw himself in the ocean	
Atalanta	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party	
Caligula	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale | Orion | Atalanta | David	Defeated by Ritsuka Fujimaru's party	
Cú Chulainn	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale | Orion | Atalanta | David	Defeated by Ritsuka Fujimaru's party	
David	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party	
Demon God Forneus	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale | Orion | Atalanta | David	Defeated by Ritsuka Fujimaru's party (resurrected via Ars Paulina)	revived
Edward Teach	Hector | Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios | Orion	Fatally wounded after being impaled by Hector and defeated by Ritsuka's party	
Eric Bloodaxe	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale	Defeated by Ritsuka Fujimaru's party	
Euryale	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party	
Hector	Euryale | Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Atalanta | David	Shot with an arrow by Euryale after being fatally wounded by Ritsuka Fujimaru's party	
Heracles	Hector | Asterios | Jason	Impaled by Hector's spear on orders from Jason and dragged down in the ocean by Asterios (resurrected via God Hand)	revived
Heracles	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Asterios | Euryale	Defeated by Ritsuka Fujimaru's party (resurrected via God Hand)	revived
Heracles	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Orion | Atalanta | David	Drained of his magical energy after touching the Ark of the Covenant when he was pushed into it by Ritsuka Fujimaru's party	
Jason	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale | Orion | Atalanta | David	Defeated by Ritsuka Fujimaru's party	
Mary Read	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Asterios | Orion	Defeated by Ritsuka Fujimaru's party	
Medea Lily	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale | Orion | Atalanta | David	Defeated by Ritsuka Fujimaru's party	
Musashibou Benkei	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale | Orion | Atalanta | David	Defeated by Ritsuka Fujimaru's party	
Orion	Ritsuka Fujimaru | Mash Kyrielight	Disappeared after the Singularity was erased by Ritsuka Fujimaru's party	
Phantom of the Opera	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale | Orion | Atalanta | David	Defeated by Ritsuka Fujimaru's party	
Poseidon	Francis Drake	Defeated by Francis Drake	
Romulus	Ritsuka Fujimaru | Mash Kyrielight | Francis Drake | Euryale | Orion | Atalanta | David	Defeated by Ritsuka Fujimaru's party	
