character	killed by	death	type
Bloodstream	Leonard Hargraves | Mr. Wave | Ryan Romano	Incinerated by Leonard Hargraves after being incapacitated by Mr. Wave, Carnival led to him by Ryan Romano (cell samples preserved by Alphonse Manada and later cloned by Dr. Tyrano)	revived


Juno Augusti	Leonard Hargraves	Caught in the crossfire between the Carnival and the Augusti,  by Leonard Hargraves	


{2} Ryan Romano		Caught in a traffic accident, twice (undone via Quicksave's Power)	undone
Ryan Romano	Vulcan	Blown up by a bomb setup in a briefcase by Vulcan's men during a courier job (undone via Quicksave's Power)	undone
Renesco	Ghoul | Adam Fontaine	Speared through the throat with an icicle by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
Ryan Romano	Ghoul | Adam Fontaine	Speared through the back with an icicle and frozen by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
<1> Spanish guy	Ghoul | Adam Fontaine	Skewered with icicles by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
<1> Spanish guy's date	Ghoul | Adam Fontaine	Skewered with icicles by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano	Vaporized himself alongside Rust Town with an atomic bomb (undone via Quicksave's Power)	undone
Mosquito	Ryan Romano	Vaporized alongside Rust Town with an atomic bomb by Ryan Romano (undone via Quicksave's Power)	undone

<2+> dogs	Mongrel	Incinerated by Mongrel (plural) (undone via Quicksave's Power)	undone
Mongrel	Atom Cat	Vaporized with an explosion by Atom Cat (undone via Quicksave's Power)	undone
Psyshock	Ryan Romano	Punched through the skull by Ryan Romano (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
Giulia	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
Mosquito	Wyvern	Died in emergency care, of his wounds or assassinated, sent there after being swatted by Wyvern (undone via Quicksave's Power)	undone
Luigi	Shroud	Torn to shreds by sharp glass shards by Shroud (undone via Quicksave's Power)	undone
Grunt 1	Shroud	Torn to shreds by sharp glass shards by Shroud (undone via Quicksave's Power)	undone
Grunt 2	Shroud	Torn to shreds by sharp glass shards by Shroud (undone via Quicksave's Power)	undone
Gruntie	Shroud	Torn to shreds by sharp glass shards by Shroud (undone via Quicksave's Power)	undone
Zanbato	Sarin | Shroud	Shot through his vitals by Sarin after being electrocuted by Shroud (undone via Quicksave's Power)	undone
Sarin	Shroud	Dissipated after her hazmat suit was perforated several times by Shroud (undone via Quicksave's Power)	undone
Atom Cat	Acid Rain	Gutted vertically by Acid Rain (undone via Quicksave's Power)	undone
Ryan Romano	Acid Rain	Blown up with a rain of grenades after being stabbed multiple times by Acid Rain (undone via Quicksave's Power)	undone
Len Sabino	Acid Rain	Blown up with a rain of grenades by Acid Rain (undone via Quicksave's Power)	undone
Ryan Romano	Shroud	Blown up in his hotel room by Shroud (undone via Quicksave's Power)	undone

<5> Made Men	Shroud	Poisoned, blown up, drowned and/or suffocated, all assassinated by Shroud (undone via Quicksave's Power)	undone
Lanka	Shroud	Blown up alongside Zanbato's house by Shroud (undone via Quicksave's Power)	undone
Chitter	Shroud	Blown up alongside Zanbato's house by Shroud (undone via Quicksave's Power)	undone
Zanbato	Shroud	Electrocuted and stabbed by Shroud (undone via Quicksave's Power)	undone
Ryan Romano	Shroud	Beheaded by Shroud (undone via Quicksave's Power)	undone

Ryan Romano	Zanbato | Luigi	Sliced apart into sashimi by Zanbato after being outed as a mole by Luigi (undone via Quicksave's Power)	undone
{2} Ryan Romano	Zanbato | Luigi	Murdered by Zanbato after being outed as a mole by Luigi (undone via Quicksave's Power)	undone

Psyshock	Shroud | Ryan Romano	Taken out by Shroud on a tip from Ryan Romano (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
Psyshock	Psyshock | Shroud | Ryan Romano	Committed suicide instead of being captured by Shroud on a tip from Ryan Romano (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<2> Meta-Gang snipers	Ryan Romano | Vulcan | Pluto | Augustus	Shot by Ryan Romano during a hit led by Vulcan, ordered by Pluto and Augustus (undone via Quicksave's Power)	undone
<18> Meta-Gang members	Fortuna Veran | Vulcan | Pluto | Augustus	Shot in the head by Fortuna Veran during a hit led by Vulcan, ordered by Pluto and Augustus (count mentioned) (undone via Quicksave's Power)	undone
<17> Meta-Gang members	Vulcan | Pluto | Augustus	Shot by Augusti henchmen during a hit led by Vulcan, ordered by Pluto and Augustus (50 mentioned in total, minus attributed to specific characters) (undone via Quicksave's Power)	undone
<12> Meta-Gang members	Mortimer | Vulcan | Pluto | Augustus	Slain by Mortimer during a hit led by Vulcan, ordered by Pluto and Augustus (count mentioned, minus Paulie) (undone via Quicksave's Power)	undone
<1> Augusti henchman	Adam Fontaine	Shot by Meta-Gang members, led by Adam Fontaine (undone via Quicksave's Power)	undone
Paulie	Mortimer | Vulcan | Pluto | Augustus	Fell through a wall destroyed by Mortimer during a hit led by Vulcan, ordered by Pluto and Augustus (undone via Quicksave's Power)	undone
Ryan Romano	Psyshock | Land | Adam Fontaine	Vaporized with a laser beam by a Mechron robot controlled by Psyshock, after being blasted and knocked down by the Land, in an attack ordered by Adam Fontaine (undone via Quicksave's Power)	undone
Fortuna Veran	Land | Adam Fontaine	Crushed and blasted by the Land, in an attack ordered by Adam Fontaine (undone via Quicksave's Power)	undone
<300+> Augusti henchman	Land | Psyshock | Acid Rain | Adam Fontaine	Crushed and blasted by the Land, or lasered by a Mechron robot controlled by Psyshock, or melted with acid by Acid Rain in an attack ordered by Adam Fontaine (undone via Quicksave's Power)	undone

Reptilian	Ryan Romano	Ran over by Ryan Romano (undone via Quicksave's Power)	undone
<4> Dynamis drones	Ryan Romano	Shot with a coil gun by Ryan Romano (undone via Quicksave's Power)	undone
Mongrel	Ryan Romano	Shot in the face with a submachine gun by Ryan Romano (undone via Quicksave's Power)	undone
Mosquito	Ryan Romano	Ran over by Ryan Romano (undone via Quicksave's Power)	undone
Sarin	Ryan Romano	Dissipated after her hazmat suit was shot several times by Ryan Romano (undone via Quicksave's Power)	undone
Ink Machine	Ryan Romano	Torso disintegrated with laser beams by Ryan Romano's plushie (undone via Quicksave's Power)	undone
Incognito	Ryan Romano	Shot in the skull and the chest by Ryan Romano (undone via Quicksave's Power)	undone
Rakshasa	Ryan Romano	Chest torn through by Ryan Romano's plushie (undone via Quicksave's Power)	undone
<3+> gremlins	Ryan Romano	Disintegrated with laser beams by Ryan Romano's plushie (several mentioned) (undone via Quicksave's Power)	undone
Fuckface	Ryan Romano	Punched through a wall by Ryan Romano (undone via Quicksave's Power)	undone
Pale Guy	Ryan Romano	Stabbed in the eye and garrotted with intestines by Ryan Romano's plushie, later scalped as well (undone via Quicksave's Power)	undone
Psyshock	Ryan Romano	Head exploded with a punch by Ryan Romano (transferred his consciousness to a drug addict captive's body) (undone via Quicksave's Power)	physical | undone
<1> drug addict captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
Psyshock	Ryan Romano	Head punched into paste by Ryan Romano (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
<1> drug addict captive	Ryan Romano | Psyshock	Head destroyed with a punch by Ryan Romano to prevent her from being overwritten by Psyshock (undone via Quicksave's Power)	undone
Ryan Romano	Ryan Romano | Adam Fontaine	Blew himself up with an explosive belt after being fatally wounded by Adam Fontaine (undone via Quicksave's Power)	undone
Psyshock	Ryan Romano	Blown up by Ryan Romano with an explosive belt (undone via Quicksave's Power)	undone

Mongrel	Cancel | Vulcan | Ryan Romano	Impaled and fried with a staff by Cancel on orders from Vulcan and Ryan Romano (undone via Quicksave's Power)	undone
Psyshock	Cancel | Vulcan | Ryan Romano	Impaled through the skull with a staff by Cancel on orders from Vulcan and Ryan Romano (undone via Quicksave's Power)	undone
Mosquito	Cancel | Vulcan | Ryan Romano | Len Sabino	Face stomped with a staff by Cancel on orders from Vulcan and Ryan Romano, after having had his arm and wing cut off by Len Sabino and been beaten bloody by Ryan Romano (undone via Quicksave's Power)	undone
<3+> Meta-Gang members	Devilry | Wyvern	Shot by Dynamis squadrons including Devilry and Wyvern (undone via Quicksave's Power)	undone
<20> Dynamis helicopter troops	Geist	Blown up alongside their helicopter with their own projectiles by Geist (2 helicopters mentioned, helicopters said to carry 10 soldiers) (undone via Quicksave's Power)	undone
Reload	Reload	Blew himself up with an explosive belt (undone via Reload's Power)	undone
Reload	Reload	Blew himself up with an explosive belt (undone via Reload's Power)	undone
<20> Dynamis helicopter troops	Neptune	Blown up alongside their helicopter by Neptune (2 helicopters mentioned, helicopters said to carry 10 soldiers) (undone via Quicksave's Power)	undone
Wardrobe	Mortimer	Shot in the head by Mortimer (undone via Quicksave's Power)	undone
Land	Ryan Romano | Chitter	Bisected below the waist by Ryan Romano and devoured by Chitter's rats (undone via Quicksave's Power)	undone
Sarin	Ryan Romano	Dissipated after her hazmat suit was shot in the face several times by Ryan Romano (undone via Quicksave's Power)	undone
<3+> Chitter's rats	Adam Fontaine	Stomped on by Adam Fontaine (several mentioned) (undone via Quicksave's Power)	undone
Acid Rain	Augustus	Incinerated with lightning by Augustus (undone via Quicksave's Power)	undone
Frank	Augustus	Head melted with lightning by Augustus (undone via Quicksave's Power)	undone
Livia Augusti	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Pluto	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Narcinia Veran	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Len Sabino	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
Enrique Manada	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (undone via Quicksave's Power)	undone
<3,000,000+> people	Adam Fontaine	Obliterated using Mechron's Bahamut by Adam Fontaine (2 or 3 millions mentioned) (undone via Quicksave's Power)	undone
Ryan Romano	Violet Ultimate One	Presumably annihilated by the Violet Ultimate One (undone via Quicksave's Power)	undone

Psyshock	Psyshock | Len Sabino	Shattered his own skull with his tentacle to escape Len Sabino's bubble (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<1> Dynamis drone	Wardrobe	Smashed to paste by Wardrobe (undone via Quicksave's Power)	undone
Sarin	Shroud	Dissipated after her hazmat suit was beheaded by Shroud (undone via Quicksave's Power)	undone
Acid Rain	Mortimer | Livia Augusti | Ryan Romano | Panda	Shot in the back of the skull by Mortimer on orders from Livia Augusti, after having been shot in the chest by Ryan Romano and having had her ribs broken by Panda (undone via Quicksave's Power)	undone
<3+> brainwashed suicide bombers	Psyshock	Blew themselves up due to Psyshock's brainwashing (several mentioned) (undone via Quicksave's Power)	undone
<1> hound drone		Blasted with a laser minigun by a Dynamis guard (undone via Quicksave's Power)	undone
<3+> brainwashed cannon fodder	Psyshock	Incinerated by a Dynamis guard due to Psyshock's brainwashing (several mentioned) (undone via Quicksave's Power)	undone
<1> technician	Alphonse Manada | Psyshock	Blasted with a gamma ray by Alphonse Manada due to Psyshock's brainwashing (undone via Quicksave's Power)	undone
Adam Fontaine	Darkling | Ryan Romano	Devoured by Darkling when Ryan Romano shot the bottle it was contained in (undone via Quicksave's Power)	undone
Darkling	Ryan Romano	Dissipated into nothingness after Ryan Romano shot the bottle it was contained in (undone via Quicksave's Power)	undone
<1> biomechanical database	Alphonse Manada	Vaporized with a sustained ray of focused nuclear energy by Alphonse Manada (undone via Quicksave's Power)	undone
Night Terror	Ryan Romano	Shot twice in the head by Ryan Romano (undone via Quicksave's Power)	undone
Vamp	Ryan Romano	Shot in the head by Ryan Romano (undone via Quicksave's Power)	undone
Sparrow	Atom Cat	Blasted with an explosion by Atom Cat (undone via Quicksave's Power)	undone
Pluto	Fortuna Veran	Shot in the forehead by Fortuna Veran (undone via Quicksave's Power)	undone
Fortuna Veran	Pluto | Augustus | Mars | Venus | Violet Ultimate One	Shot in the chest by Pluto, who was hunting Felix on orders from Augustus, authorized by Mars and Venus, orchestrated by the Violet Ultimate One (undone via Quicksave's Power)	undone
Ryan Romano	Len Sabino | Ryan Romano	Murdered by Len Sabino's system on his own request to carry over Len's memories (undone via Quicksave's Power)	undone

Renesco	Ghoul | Adam Fontaine	Presumably murdered by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
<1> Spanish guy	Ghoul | Adam Fontaine	Presumably murdered by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
<1> Spanish guy's date	Ghoul | Adam Fontaine	Presumably murdered by Ghoul on orders from Adam Fontaine (undone via Quicksave's Power)	undone
Ryan Romano		Cooked alive in a previous loop (undone via Quicksave's Power)	undone
<2> armed thralls	Ryan Romano | Psyshock	Hanged from the ceiling with their own intestines by Ryan Romano's plushie due to Psyshock's brainwashing (undone via Quicksave's Power)	undone
Psyshock	Ryan Romano	Brain vaporized with a laser beam by Ryan Romano's plushie (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
Adam Fontaine	Darkling | Sarin | Ryan Romano	Devoured by Darkling when Sarin broke the bottle it was contained in on orders from Ryan Romano (undone via Quicksave's Power)	undone
Ghoul	Darkling | Sarin | Ryan Romano	Devoured by Darkling when Sarin broke the bottle it was contained in on orders from Ryan Romano (undone via Quicksave's Power)	undone
<3+> thralls	Darkling | Ryan Romano | Psyshock	Devoured by Darkling on orders from Ryan Romano due to Psyshock's brainwashing (several mentioned) (undone via Quicksave's Power)	undone
<3+> thralls	Ryan Romano | Psyshock	Slaughtered by Ryan Romano's plushie due to Psyshock's brainwashing (several mentioned) (undone via Quicksave's Power)	undone
Psyshock	Frank | Ryan Romano | Sarin	Head exploded with a punch by Frank, via manipulation by Ryan Romano and Sarin (transferred his consciousness to another body) (undone via Quicksave's Power)	physical | undone
<1> unknown captive	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
<3> thralls	Frank | Ryan Romano | Sarin | Psyshock	Crushed with an arcade machine by Frank, via manipulation by Ryan Romano and Sarin, due to Psyshock's brainwashing (undone via Quicksave's Power)	undone
Psyshock	Ryan Romano	Sniped through the head with a laser by Ryan Romano (transferred his consciousness to an engineer's body) (undone via Quicksave's Power)	physical | undone
<1> engineer	Psyshock	Consciousness and body overwritten by Psyshock (undone via Quicksave's Power)	undone
Psyshock	Mortimer | Cancel | Ryan Romano	Shot twice in the head by Mortimer, while his Power was nullified by Cancel, opportunity provided by Ryan Romano (undone via Quicksave's Power)	undone
<4+> robots	Frank | Ryan Romano	Bull-rushed by Frank on orders from Ryan Romano (squadron mentioned) (undone via Quicksave's Power)	undone
<2> turrets	Ryan Romano	Shot with a coil gun by Ryan Romano (undone via Quicksave's Power)	undone
<2+> robots	Sarin | Ryan Romano	Blasted with shockwaves by Sarin on orders from Ryan Romano (plural) (undone via Quicksave's Power)	undone
<2+> robots	Gemini | Ryan Romano	Destroyed by Gemini on orders from Ryan Romano (plural) (undone via Quicksave's Power)	undone
<1> robot	Ryan Romano	Smashed with a punch by Ryan Romano (undone via Quicksave's Power)	undone
<2> robots	Ryan Romano	Shot with a coil gun by Ryan Romano (undone via Quicksave's Power)	undone
<2+> robots	Gemini | Ryan Romano	Torn apart with her shadow by Gemini on orders from Ryan Romano (plural) (undone via Quicksave's Power)	undone
Gemini	Mechron	Dismembered by eight of Mechron's robots (undone via Quicksave's Power)	undone
Ink Machine	Mechron	Incinerated with laser beams by five of Mechron's robots (undone via Quicksave's Power)	undone
Reptilian	Mechron	Flattened against the ceiling by the telekinetic Genome created by Mechron (undone via Quicksave's Power)	undone
<1> Mechron's telekinetic Genome	Darkling | Ryan Romano	Swallowed by Darkling on orders from Ryan Romano (undone via Quicksave's Power)	undone
<1> turret	Ryan Romano	Shot with a coil gun by Ryan Romano (undone via Quicksave's Power)	undone
<1> Knockoff Elixir Bloodstream Clone	Alchemo	Incinerated with flamethrowers by Alchemo (undone via Quicksave's Power)	undone
Reload	Frank | Ryan Romano	Splattered on the ground by Frank on orders from Ryan Romano (undone via Reload's Power)	undone
<24> Dynamis guards	Ryan Romano	Hanged over an open archway with their own intestines by Ryan Romano's plushie (two dozens mentioned) (undone via Quicksave's Power)	undone
Ryan Romano	Tea | Alchemo	Euthanized by Tea while Alchemo was extracting his brain to spare Ryan from decades of imprisonment (undone via Reload's Power)	undone
{3+} Reload	Len Sabino	Drowned within a water bubble several times by Len Sabino (undone via Reload's Power)	undone
{3+} Reload	Len Sabino | Ryan Romano	Drowned within a water bubble several times by Len Sabino on orders from Ryan Romano (undone via Reload's Power)	undone
Mosquito	Alphonse Manada	Charboiled with radiation by Alphonse Manada (undone via Quicksave's Power)	undone
Mongrel	Alphonse Manada	Split in half with a particle beam by Alphonse Manada (undone via Quicksave's Power)	undone
Frank	Alphonse Manada	Chest punched through by Alphonse Manada (undone via Quicksave's Power)	undone
Sarin	Alphonse Manada	Dissipated after her hazmat suit was destroyed by Alphonse Manada (undone via Quicksave's Power)	undone
<1> Wyvern Clone	Alphonse Manada	Destroyed alongside Lab Sixty-Six by Alphonse Manada (undone via Quicksave's Power)	undone
<1> Devilry Clone	Alphonse Manada	Destroyed alongside Lab Sixty-Six by Alphonse Manada (undone via Quicksave's Power)	undone
<1> Windsweep Clone	Alphonse Manada	Destroyed alongside Lab Sixty-Six by Alphonse Manada (undone via Quicksave's Power)	undone
<1> Panda Clone	Alphonse Manada	Destroyed alongside Lab Sixty-Six by Alphonse Manada (undone via Quicksave's Power)	undone
<8> other Clones	Alphonse Manada	Destroyed alongside Lab Sixty-Six by Alphonse Manada (dozen clones mentioned, minus identified ones) (undone via Quicksave's Power)	undone
Len Sabino	Bloodstream	DNA overwritten and body devoured by Bloodstream (undone via Quicksave's Power)	undone
Alain Tyrano	Bloodstream	Drowned and devoured by Bloodstream (undone via Quicksave's Power)	undone
Helen	Bloodstream	DNA overwritten by Bloodstream (undone via Quicksave's Power)	undone
Tea	Bloodstream	DNA overwritten by Bloodstream (undone via Quicksave's Power)	undone
Alchemo	Bloodstream	DNA overwritten by Bloodstream (undone via Quicksave's Power)	undone
Shroud	Augustus	Vaporized with a lightning bolt through his chest by Augustus (undone via Quicksave's Power)	undone
