character	killed by	death	type
Joel Gregson	Monty Totsky	Accidentally crushed with a pipe by Monty Totsky	
Koi Nagasai	Jamati Pirra	Incinerated in a fire orchestrated by Jamati Pirra	
Leo		Shot by an Andier gangster	
Loretta Bordey	Jasper Wyles	Trampled with a horse ridden by Jasper Wyles	
Lorin Manzek		Died from unknown causes	
Luke Brown	Hunter Wolf	Drained of his memories by Hunter Wolf using the I.D.O.L. (memories transferred into Bruce Myson's body)	physical
Luke Brown	Hunter Wolf	Drained of his memories by Hunter Wolf using the I.D.O.L. (memories transferred into Elijah Sinclair's body)	physical
Luram Lurvel	Ethem Lurvel	Accidentally fused with a baitfruit tree by Ethem Lurvel	
Lutri Manzek	Jamati Pirra	Stabbed with a dagger by Jamati Pirra	
Morg Brakka	Oriel Toussaint | Echo Secunda	Strangled with a straitjacket strap by Oriel Toussaint while his mind was overwritten by Echo Secunda	
Mourn Dasilva	Heco Sift | Mr. Green	Shot by Heco Sift and Mr. Green during their heist	
Mr. Blue	Mr. Blue | Mr. Green	Body fused with Mr. Green's while misusing a modified harvester	
Mr. Green	Mr. Blue | Mr. Green	Body fused with Mr. Blue's while misusing a modified harvester	
Myrtle Song	Eliza Swann	Shot with a gun by Eliza Swann	
Nils Wilmington	Arthur Blythe	Electrocuted after being pushed with a cane into a circuit box by Arthur Blythe	
Orant Manzek		Died from unknown causes	
Ori Nagasai	Jamati Pirra	Incinerated in a fire orchestrated by Jamati Pirra	
Oriel Toussaint	Echo Secunda | Jack Nowak | Oriel Toussaint	Mind overwritten by Echo Secunda's, caused by Jack Nowak misusing the I.D.O.L. on Oriel Toussaint's request (memories resurfaced via the Disarranger)	revived
Pravi Nagasai	Koi Nagasai	Poisoned with moondrift by Koi Nagasai	
Radigan Olita	Walter Keene	Drowned after being dragged into the sea via a trap by Walter Keene	
Scrawny Marvin		Died of lung problems	
Shastai Ackai	Lutri Manzek | Ori Nagasai | Koi Nagasai	Executed on orders from King Lutri Manzek, under advisement of Ori Nagasai and Koi Nagasai	
Sonny Sawyer	Kenneth Ozola	Shot with a pistol by Kenneth Ozola	
Stefan Garner	Eleazar Garner	Shot with a pistol by Eleazar Garner	
The Last Reaper's carpenter	The Last Reaper's rigger	Stabbed in the eye with a thrown dagger by the Last Reaper's rigger	
The Last Reaper's cook	The Last Reaper's gunner	Arm chopped off with a kukri by the Last Reaper's gunner	
The Last Reaper's first mate	The Last Reaper's sailmaker	Shot in the forehead with a pistol by the Last Reaper's sailmaker	
The Last Reaper's gunner	The Last Reaper's cook	Hacked with a cleaver by the Last Reaper's cook	
The Last Reaper's helmsman	The Last Reaper's sailmaker	Stabbed with a dagger by the Last Reaper's sailmaker	
The Last Reaper's master-at-arms	The Last Reaper's rigger	Shot in the back with a pistol by the Last Reaper's rigger	
The Last Reaper's navigator	Eleazar Garner	Impaled with a harpoon by Eleazar Garner	
The Last Reaper's rigger	The Last Reaper's sailmaker	Ran through with a cutlass by the Last Reaper's sailmaker	
The Last Reaper's sailmaker	The Last Reaper's helmsman	Struck with an axe by the Last Reaper's helmsman	
The Last Reaper's second mate	The Last Reaper's helmsman	Head split with an axe by the Last Reaper's helmsman	
Tom Adkin	Ada Baker	Poisoned with Primodil salt by Ada Baker	
Vanto Manzek		Died from unknown causes	
