character	killed by	death	type
Daizaemon Kaze	Shion Izumi	Gunned down by Shion Izumi during the Shinjuku Street Massacre (revived by Gantz)	revived
Dinosaur Boss Alien	Kei Kurono | Gantz	Internal organs destroyed by Kei Kurono on orders from Gantz	
Giichi Furuta		Hit by a car (revived by Gantz)	revived
Giichi Furuta	Hajime Muroto | Giichi Furuta	Willingly triggered a grenade that was stuffed in his mouth by Hajime Muroto	
Goro Suzuki		Died from cancer (revived by Gantz)	revived
Goro Suzuki	Gantz	Head blown off by Gantz	
Grumpy Alien	Kei Kurono	Legs broken and shot in the head by Kei Kurono	
Hajime Muroto		Shot multiple times by the police (revived by Gantz)	revived
Hajime Muroto	Kei Kurono	Sent away by Kei Kurono using the Y-gun	
Haruko Otani		Died from unknown causes (revived by Gantz)	revived
Haruko Otani	Vampire Bosses	Shot by the Vampire Bosses	
Haruya Numata		Murdered by a rival biker gang member (revived by Gantz)	revived
Haruya Numata	Tanaka Aliens' Boss	Head ripped off by the Tanaka Aliens' Boss	
Hiroshi Hatanaka		Shot by other criminals (revived by Gantz)	revived
Hiroshi Hatanaka	Adult Onion Alien | Masashi Yamada	Head crushed by the Adult Onion Alien and blown up after accidentally being shot by Masashi Yamada (anime only)	
Hiroshi Hatanaka	Adult Onion Alien | Takashi Inamori	Head crushed by the Adult Onion Alien and blown up after accidentally being shot by Takashi Inamori	
Hiroshi Okada		Died from unknown causes (revived by Gantz)	revived
Hiroshi Okada	Gantz	Head blown off by Gantz	
Hiroto Sakurai	Shion Izumi	Gunned down by Shion Izumi during the Shinjuku Street Massacre (revived by Gantz)	revived
Hoi Hoi		Died from unknown causes (revived by Gantz)	revived
Izumi Tatsumi		Died from unknown causes (revived by Gantz)	revived
Izumi Tatsumi	Kappe Alien	Ripped to pieces by Utahraptor Aliens on orders from the Kappe Alien	
JJ		Died from unknown causes (revived by Gantz)	revived
JJ	Kannon	Head kicked off by one of Kannon's Guards	
Jiro Tomashino		Died in a traffic accident (revived by Gantz)	revived
Jiro Tomashino	Kannon	Sliced into pieces by Kannon's sword	
Joichiro Nishi	Joichiro Nishi	Committed suicide by jumping off a roof (revived by Gantz)	revived
Joichiro Nishi	Shopping Tanaka Alien	Bled out after being hit with a sonic wave by the Shopping Tanaka Alien (revived by Daizaemon Kaze)	revived
Juzo Togo		Murdered by an unknown assailant (revived by Gantz)	revived
Juzo Togo	Kannon	Legs cut off and head lasered through by Kannon	
Kannon	Masaru Kato	Hands and head cut off by Masaru Kato	
Kappe Alien	Shion Izumi | Gantz	Sliced apart diagonally by Shion Izumi on orders from Gantz	
Kayo Sugimoto		Died in a traffic accident (revived by Gantz)	revived
Kayo Sugimoto		Eyes shot and fatally wounded by a flock of Tanaka's	
Kei Kishimoto	Kannon | Kei Kishimoto	Threw herself in front of Masaru Kato to save him from acid thrown by Kannon	
Kei Kurono		Hit by a subway train (revived by Gantz)	revived
Keiko Morino		Died from unknown causes (revived by Gantz)	revived
Keiko Morino	Kappe Alien	Head torn off by one of the Utahraptor Aliens on orders from the Kappe Alien	
Kenzo Sakata	Shion Izumi	Gunned down by Shion Izumi during the Shinjuku Street Massacre (revived by Gantz)	revived
Kid Onion Alien	Hiroshi Hatanaka | Gantz	Head blown off by Hiroshi Hatanaka on orders from Gantz	
Kiyoshi Miyafuji		Died from unknown causes (revived by Gantz)	revived
Kiyoshi Miyafuji	Masaru Kato | Kannon	Shot by Masaru Kato while possessed by Kannon	
Kiyoshi Yoshioka		Shot by other criminals (revived by Gantz)	revived
Kiyoshi Yoshioka	Adult Onion Alien	Guts ripped open and arm torn off by the Adult Onion Alien	
Kosuke Nakajima		Murdered by a rival biker gang member (revived by Gantz)	revived
Kosuke Nakajima	Joichiro Nishi	Head blown off after being shot by Joichiro Nishi	
Kouki Inaba	Shion Izumi	Gunned down by Shion Izumi during the Shinjuku Street Massacre (revived by Gantz)	revived
Masaki Otani		Died from unknown causes (revived by Gantz)	revived
Masaki Otani	Vampire Bosses	Shot by the Vampire Bosses	
Masanobu Hojo		Died in a traffic accident (revived by Gantz)	revived
Masanobu Hojo	Kannon	Sliced in half by Kannon's laser beam	
Masaru Kato		Hit by a subway train (revived by Gantz)	revived
Masaru Kato	Kannon	Stabbed in the heart by Kannon (revived by Yoshikazu Suzuki)	revived
Masashi Yamada		Scraped on the asphalt during a scooter accident (revived by Gantz)	revived
Masashi Yamada	Adult Onion Alien	Bled out after having his arms torn off by the Adult Onion Alien	
Michael Combs		Died from unknown causes (revived by Gantz)	revived
Michael Combs	Vampire Bosses	Shot by the Vampire Bosses	
Mika Kanda		Stabbed in the stomach by her stalker (revived by Gantz)	revived
Mika Kanda	Hajime Muroto	Bled out after being shot multiple times by Hajime Muroto with an uzi	
Miki Oyama		Died from unknown causes (revived by Gantz)	revived
Miki Oyama	Vampire Bosses	Shot by the Vampire Bosses	
Musō Tokugawa		Died from unknown causes (revived by Gantz)	revived
Musō Tokugawa	Rowdy Alien	Crushed by the Rowdy Alien with his palm	
Naozumi Saitō	Hajime Muroto	Blown up by Hajime Muroto with an RPG	
Naozumi Saitō	Naozumi Saitō	Jumped in front of a train (revived by Gantz)	revived
Nathan Rich		Died from unknown causes (revived by Gantz)	revived
Nathan Rich	Vampire Bosses	Shot by the Vampire Bosses	
Reika Shimohira	Shion Izumi	Gunned down by Shion Izumi during the Shinjuku Street Massacre (revived by Gantz)	revived
Rice		Hit by a truck (revived by Gantz)	revived
Rice		Murdered by the Buddhist Temple Aliens	
Rika Shiraishi		Died from unknown causes (revived by Gantz)	revived
Rika Shiraishi	Gantz	Head blown off by Gantz	
Rowdy Alien	Juzo Togo	Shot in the head by Juzo Togo	
Ryōta Sugihara		Died in a traffic accident (revived by Gantz)	revived
Ryōta Sugihara		Fatally wounded by a flock of Tanaka's	
Ryūji Kajiura		Shot multiple times by the police (revived by Gantz)	revived
Ryūji Kajiura	Ryūji Kajiura	Blew himself up using grenades while trying to kill Kei Kurono	
Sadayo Suzumura		Died in a traffic accident (revived by Gantz)	revived
Sadayo Suzumura	Kannon	Sliced in half by Kannon's laser beam	
Sean Lewis		Died from unknown causes (revived by Gantz)	revived
Sean Lewis	Vampire Bosses	Shot by the Vampire Bosses	
Sei Sakuraoka		Shot in the chest by a man she rejected (revived by Gantz)	revived
Sei Sakuraoka	Kannon	Shot through the heart by Kannon with his laser beam	
Shinsuke Nishikawa		Murdered by a rival biker gang member (revived by Gantz)	revived
Shinsuke Nishikawa	Gantz	Head blown off by Gantz	
Shion Izumi		Died from unknown causes (revived by Gantz)	revived
Shion Izumi	Kei Kurono | Shion Izumi	Forced Kei Kurono to shoot him during the Shinjuku Street Massacre (revived by Gantz)	revived
Shopping Tanaka Alien	Kei Kurono | Gantz	Sent away by Kei Kurono using the Y-gun on orders from Gantz	
Shunichi Ike		Died from unknown causes (revived by Gantz)	revived
Shunichi Ike	Gantz	Head blown off by Gantz	
Strong Shorty Alien	Kei Kurono | Gantz	Blown up when shot by Kei Kurono on orders from Gantz	
Surviving Shorty Alien	Kei Kurono	Head blown up after being shot by Kei Kurono	
Takashi Inamori		Crushed by a falling steel beam (revived by Gantz)	revived
Takashi Inamori	Adult Onion Alien	Head torn off by the Adult Onion Alien (anime only)	
Takashi Inamori	Adult Onion Alien	Stomach ripped open by the Adult Onion Alien	
Takashi Otani		Died from unknown causes (revived by Gantz)	revived
Takashi Otani	Vampire Bosses	Shot by the Vampire Bosses	
Tanaka Aliens' Boss	Kei Kurono | Gantz	Head blown off after being shot by Kei Kurono on orders from Gantz	
Tetsuo Nemoto		Stabbed by a rival biker gang member (revived by Gantz)	revived
Tetsuo Nemoto	Gantz	Head blown off by Gantz	
Tetsuo Tamura		Died from unknown causes (revived by Gantz)	revived
Tetsuo Tamura	Gantz	Head blown off by Gantz	
Toshizo Takeda		Died from unknown causes (revived by Gantz)	revived
Toshizo Takeda	T-rex Aliens | Kappe Alien	Devoured by one of the T-rex Aliens on orders from the Kappe Alien	
Yoshikazu Suzuki	Shion Izumi	Gunned down by Shion Izumi during the Shinjuku Street Massacre (revived by Gantz)	revived
Yoshino Uehara		Stabbed multiple times by a woman (revived by Gantz)	revived
Yoshino Uehara	Hajime Muroto	Blew up after being shot by Hajime Muroto	
Yujiro Kato		Bisected by one of the Utahraptor Aliens	
Yujiro Kato		Died from unknown causes (revived by Gantz)	revived
Yuta Kondo		Died from unknown causes (revived by Gantz)	revived
Yuta Kondo	Kannon	Sliced into pieces by Kannon's sword	
