character	killed by	death	type
Revenant	Dominique Baldwin	Slain by Dominique Baldwin (revived at Paulina)	revived
Revenant	Miriam | Lindsay	Slain by Miriam on request from Lindsay	
Richter the Ruffian	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Rosaly	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Shawn the Merchant	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Silver Wolfman	Dominique Baldwin	Slain by Dominique Baldwin (revived at Almadel)	revived
Simian	Miriam	Slain by Miriam (Classic Mode)	
Sister Sypha	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Soleiyu the Sexton	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Talia	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Valac	Miriam	Slain by Miriam	
Valefar	Dominique Baldwin	Slain by Dominique Baldwin	
Valefar	Miriam	Slain by Miriam (later revived in Limbo)	revived
Vepar	Miriam	Slain by Miriam	
Wanda	Gebel	Perished during the demonic invasion of Arvantville caused by Gebel	
Wolfman	Miriam	Slain by Miriam (Classic Mode)	
