character	killed by	death	type
Toji Fushiguro	Toji Fushiguro | Ogami's Grandson	Stabbed himself in the head while possessing Ogami's Grandson	
Toshihisa Negi	Jogo | Sukuna | Yuji Itadori	Caught in the blast of a meteor sent by Jogo after being prevented to leave in time by Sukuna, who was possessing Yuji Itadori	
Tsumiki Fushiguro	Sukuna | Megumi Fushiguro	Murdered by Sukuna while possessing Megumi Fushiguro	
Uraume		Died from unknown causes (reincarnated in Shiori Himi's body)	reincarnated
Uraume	Uraume | Shiori Himi	Bisected their own neck following Sukuna's defeat	
Wasuke Itadori		Died from lung cancer	
Yorozu		Died from unknown causes (reincarnated via Kenjaku in Tsumiki Fushiguro's body)	reincarnated
Yorozu	Sukuna | Megumi Fushiguro	Murdered by Sukuna while possessing Megumi Fushiguro	
Yu Haibara		Murdered by a Cursed Spirit	
Yuji Itadori	Sukuna | Yuji Itadori	Ripped his own heart out while possessed by Sukuna (later revived by Sukuna)	revived
Yuji Itadori	Yuta Okkotsu	Stabbed in the heart by Yuta Okkotsu (immediately revived by Yuta Okkotsu)	revived
Yuki Tsukumo	Kenjaku	Fatally wounded by Kenjaku	
