character	killed by	death	type
<2> Dusk	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Emerald Blues	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<2> Emerald Blues	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Fortuneteller	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Fortuneteller	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<2> Fortuneteller	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
<2> Gambler	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Gargoyle Warrior	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Gargoyle Warrior	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<2> Gargoyle Warrior	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<2> Graveyard	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Hammer Frame	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Hook Bat	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Hot Rod	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<2> Hot Rod	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<2> Hot Rod	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<2> Hot Rod	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Lance Soldier	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<2> Lance Soldier	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Lance Soldier	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Large Body	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Living Bone	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Luna Bandit	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Magnum Loader	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<2> Magnum Loader	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<2> Morning Star	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Nightwalker	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<2> Samurai	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Samurai	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<2> Samurai	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<2> Shaman	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Silver Rock	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Silver Rock	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Sniper	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Sniper	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<2> Sniper	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Sniper	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<2> Sniper	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<2> Sniper	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<2> Sniper	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<2> Soldier	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Soldier	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Soldier	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<2> Soldier	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<2> Soldier	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<2> Soldier	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<2> Sorcerer	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Surveillance Robot	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Tornado Step	Sora | Donald Duck | Goofy | Hercules | Hades	Slain by Sora, Donald Duck, Goofy and Hercules, organised by Hades (Hades Cup)	
<2> Tornado Step	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Toy Soldier	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<2> Trick Ghost	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<2> Trick Ghost	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<2> Trick Ghost	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
<2> Wight Knight	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<300> Heartless Ships and Nobody Ships	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Floating Island Mission 2)	
<350> Heartless Ships and Nobody Ships	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Ancient Highway Mission 2)	
<350> Heartless Ships and Nobody Ships	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Broken Highway Mission 2)	
<350> Heartless Ships and Nobody Ships	Sora | Donald Duck | Goofy	Shot down by the Gummi Ship piloted by Sora, Donald Duck and Goofy (Splash Island Mission 2)	
<3> Aeroplane	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Armored Knight	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Assassin	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Berserker	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Cannon Gun	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Cannon Gun	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<3> Cannon Gun	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
<3> Creeper Plant	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<3> Creeper Plant	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Dancer	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Dancer	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Dancer	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<3> Dancer	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<3> Devastator	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<3> Driller Mole	Sora | Donald Duck | Goofy | Hercules | Hades	Slain by Sora, Donald Duck, Goofy and Hercules, organised by Hades (Hades Cup)	
<3> Driller Mole	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<3> Driller Mole	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
<3> Dusk	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<3> Dusk	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<3> Gargoyle Knight	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Gargoyle Knight	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<3> Gargoyle Knight	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<3> Hammer Frame	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<3> Hammer Frame	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<3> Hammer Frame	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
<3> Icy Cube	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Living Bone	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Luna Bandit	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Minute Bomb	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<3> Minute Bomb	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<3> Morning Star	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Neoshadow	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<3> Neoshadow	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<3> Rapid Thruster	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Samurai	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Shadow	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Silver Rock	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Soldier	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Soldier	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<3> Tornado Step	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<3> Tornado Step	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
<3> Trick Ghost	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<3> Trick Ghost	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<3> Water Clone	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Wight Knight	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<3> Wight Knight	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<3> Wight Knight	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
<4> Aerial Knocker	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<4> Armored Knight	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<4> Assassin	Sora | Hades	Slain by Sora, organised by Hades (Titan Paradox Cup)	
<4> Assassin	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Titan Cup)	
<4> Creeper	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<4> Creeper Plant	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<4> Creeper Plant	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<4> Dragoon	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<4> Dragoon	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<4> Driller Mole	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<4> Emerald Blues	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<4> Emerald Blues	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<4> Emerald Blues	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
<4> Gambler	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<4> Hook Bat	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<4> Hook Bat	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<4> Lance Soldier	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<4> Lance Soldier	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<4> Minute Bomb	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<4> Neoshadow	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<4> Nightwalker	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<4> Rabid Dog	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<4> Samurai	Sora | Hades	Slain by Sora, organised by Hades (Hades Paradox Cup)	
<4> Shadow	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<4> Shadow	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Pain and Panic Paradox Cup)	
<4> Shadow	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Pain and Panic Cup)	
<4> Shaman	Sora | Donald Duck | Goofy | Hades	Slain by Sora, Donald Duck and Goofy, organised by Hades (Hades Paradox Cup)	
<4> Shaman	Sora | Donald Duck | Goofy | Pain | Panic | Hades	Slain by Sora, Donald Duck and Goofy, organised by Pain and Panic on orders from Hades (Goddess of Fate Cup)	
<4> Silver Rock	Sora | Hades	Slain by Sora, organised by Hades (Cerberus Paradox Cup)	
<4> Silver Rock	Sora | Pain | Panic | Hades	Slain by Sora, organised by Pain and Panic on orders from Hades (Cerberus Cup)	
