character	killed by	death	type
<1> Golem (Witch Hunt)	The Arisen	Slain by the Arisen	
<1> Gorechimera (The Abomination)	The Arisen	Slain by the Arisen	
<1> Gorecyclops (An Unseen Rival I)	The Arisen	Slain by the Arisen	
<1> Great Dragon	Savan | Salde | Quince | Morganna	Slain by Savan, Salde, Quince and Morganna	
<1> Griffin (Griffin's Bane)	The Arisen	Slain by the Arisen	
<1> Griffin (Winged Reaver)	The Arisen	Slain by the Arisen	
<1> Hydra (A Challenge)	The Arisen	Slain by the Arisen	
<1> Lich (Grave Danger)	The Arisen	Slain by the Arisen	
<1> Metal Golem (Mettle Against Metal)	The Arisen	Slain by the Arisen	
<1> Ogre (Lure of the Abyss)	The Arisen	Slain by the Arisen	
<1> Seneschal	Savan	Stabbed with Godsbane by Savan	
<1> Silver Knight (In Aid of the Emerald King IV)	The Arisen	Slain by the Arisen	
<1> Wyvern (Suppression)	The Arisen	Slain by the Arisen	
<20> Snow Harpies (Harpy Hunting)	The Arisen	Slain by the Arisen	
<20> Wild Boars (Arise to Power)	The Arisen	Slain by the Arisen	
<24> Giant Bats (Extermination)	The Arisen	Slain by the Arisen	
<25> Crows (The Absent Apprentice)	The Arisen	Slain by the Arisen	
<25> Saurian Sages (Eradication)	The Arisen	Slain by the Arisen	
<25> Saurians (Burden of Proof)	The Arisen	Slain by the Arisen	
<29> Oxen (Arise to Power)	The Arisen	Slain by the Arisen	
<2> Armored Cyclops (Deny Salvation)	The Arisen	Slain by the Arisen	
<2> Dire Drakes (By Royal Decree III)	The Arisen	Slain by the Arisen	
<2> Living Armors (An Unseen Rival III)	The Arisen	Slain by the Arisen	
<2> Metal Golems (Suppression)	The Arisen	Slain by the Arisen	
<2> Ogres (Sisters in Peril)	The Arisen	Slain by the Arisen	
<2> Prisoner Gorecyclopses (An Unseen Rival II)	The Arisen	Slain by the Arisen	
<2> Prisoner Gorecyclopses (The Wages of Death III)	The Arisen	Slain by the Arisen	
<2> Seabirds (Ruffled Feathers)	The Arisen	Slain by the Arisen	
<2> Wights (Deny Salvation)	The Arisen	Slain by the Arisen	
<30> Direwolves (A Dire Need)	The Arisen	Slain by the Arisen	
<30> Goblins (Quell the Hobs)	The Arisen	Slain by the Arisen	
<30> Saurians (Nest Eggs)	The Arisen	Slain by the Arisen	
<35> Female Bandits (Suppression)	The Arisen	Slain by the Arisen	
<35> Male Bandits (A Hero's Worth)	The Arisen	Slain by the Arisen	
<36> Skeletons (Bone of Contention)	The Arisen	Slain by the Arisen	
<3> Armored Cyclops (A Fortress Besieged)	The Arisen	Slain by the Arisen	
<3> Chimeras (Suppression)	The Arisen	Slain by the Arisen	
<3> Cursed Dragons (Accursed Errand)	The Arisen	Slain by the Arisen	
<3> Cyclopses (Eye for an Eye)	The Arisen	Slain by the Arisen	
<3> Gargoyles (Suppression)	The Arisen	Slain by the Arisen	
<3> Golems (Burden of Proof)	The Arisen	Slain by the Arisen	
<3> Griffins (Suppression)	The Arisen	Slain by the Arisen	
<3> Ogres (Of Merchants and Monsters)	The Arisen	Slain by the Arisen	
<3> Strigoi (Hope Springs Infernal)	The Arisen	Slain by the Arisen	
<44> Undead (Bury the Dead)	The Arisen	Slain by the Arisen	
<45> Rabbits (The Absent Apprentice)	The Arisen	Slain by the Arisen	
<45> Undead Warriors (Set Against the Dead)	The Arisen	Slain by the Arisen	
<4> Bandits (The Wyrmking's Ring)	The Arisen	Slain by the Arisen	
<4> Pyre Saurians (In Aid of the Emerald King III)	The Arisen	Slain by the Arisen	
<5> Elder Ogres (The Wages of Death II)	The Arisen	Slain by the Arisen	
<5> Garm (The Wages of Death I)	The Arisen	Slain by the Arisen	
<5> Goblin Shamans (In Aid of the Emerald King I)	The Arisen	Slain by the Arisen	
<5> Phantoms (A Formless Foe)	The Arisen	Slain by the Arisen	
<5> Rabbits (He Should Be So Lucky)	The Arisen	Slain by the Arisen	
<5> Skeleton Knights (Dark Knights)	The Arisen	Slain by the Arisen	
<5> Skeleton Mages (Arise to Power)	The Arisen	Slain by the Arisen	
<7> Geo Saurians (Keepers of the Ancient Flame)	The Arisen	Slain by the Arisen	
<7> Grimgoblins (Grim Tidings)	The Arisen	Slain by the Arisen	
<7> Mice (Rat Catcher)	The Arisen	Slain by the Arisen	
<7> Phantasms (Evil Underfoot)	The Arisen	Slain by the Arisen	
<7> Skeleton Lords (Suppression)	The Arisen	Slain by the Arisen	
<8> Ogres (Fears of a Pawn)	The Arisen	Slain by the Arisen	
<8> Snow Harpies (An Airborne Plague)	The Arisen	Slain by the Arisen	
<8> Spiders (Basic Training)	The Arisen	Slain by the Arisen	
Aelinore	Edmun Dragonsbane	Strangled to death by Edmun Dragonsbane (dependent on player choice)	determinant
Alejo	The Dragon	Fatally wounded by the Dragon (dependent on player choice)	determinant
Ashe	The Arisen	Slain by the Arisen	
Balsac	The Arisen	Slain by the Arisen	
Condor	The Arisen	Slain by the Arisen	
Cortese	The Dragon	Immolated by the Dragon	
Darkness	The Arisen	Slain by the Arisen	
Death	The Arisen	Slain by the Arisen	
Elysion	The Dragon	Slain by the Dragon	
Ema	The Dragon	Fatally wounded by the Dragon (dependent on player choice)	determinant
Emme	The Dragon	Died during the destruction of Gran Soren caused by the Dragon	
Ghost	The Arisen	Slain by the Arisen	
Hawk	The Arisen	Slain by the Arisen	
Janielle	The Dragon	Fatally wounded by the Dragon (dependent on player choice)	determinant
Jean		Slain by a Cyclops	
Julien	The Arisen	Slain by the Arisen (dependent on player choice)	determinant
Kent	The Arisen	Slain by the Arisen	
Lazoro	The Dragon	Fatally wounded by the Dragon (dependent on player choice)	determinant
Lowane	The Arisen	Slain by the Arisen	
Marcelo	Mason	Slain by Mason (dependent on player choice)	determinant
Marcelo	The Arisen	Slain by the Arisen (dependent on player choice)	determinant
Noir	The Arisen	Slain by the Arisen	
Olra	Grette	Slain by Grette	
Phantom	The Arisen	Slain by the Arisen	
Ramon	The Dragon	Fatally wounded by the Dragon (dependent on player choice)	determinant
Raven	The Arisen	Slain by the Arisen	
Reynard		Slain by Goblins (dependent on player choice)	determinant
Rouge	The Arisen	Slain by the Arisen	
Salomet	The Arisen	Pushed off the Bluemoon Tower by the Arisen	
Sentena	The Dragon	Fatally wounded by the Dragon (dependent on player choice)	determinant
Ser Palotti		Devoured by a Chimera	
Ser Raffe	The Dragon	Died during the destruction of Gran Soren caused by the Dragon	
Ser Tolth		Petrified by a Cockatrice	
Ser Westley		Pecked by the Griffin (dependent on player choice)	determinant
Soul	The Arisen	Slain by the Arisen	
Spirits	The Arisen	Slain by the Arisen	
The Arisen	The Arisen	Stabbed themself in the heart with Godsbane	
The Dark Bishop	The Arisen	Slain by the Arisen	
The Dragon	The Arisen	Slain by the Arisen	
The Dragonforged	The Arisen	Crumbled to dust after the defeat of the Dragon at the hands of the Arisen	
The Gazer	The Arisen	Slain by the Arisen	
The Seneschal	The Arisen	Stabbed with Godsbane by the Arisen	
The Ur-Dragon	The Arisen	Slain by the Arisen	
Wilhem		Succumbed to an illness	
Zero	The Arisen	Slain by the Arisen	
