character	killed by	death	type
Sarah	Maxine Caulfield	Caught in the Storm, sacrificed alongside Arcadia Bay by Maxine Caulfield (dependent on player choice)	determinant
Sean Prescott	Maxine Caulfield	Caught in the Storm, sacrificed alongside Arcadia Bay by Maxine Caulfield (dependent on player choice)	determinant
Taylor Christensen	Maxine Caulfield	Caught in the Storm, sacrificed alongside Arcadia Bay by Maxine Caulfield (dependent on player choice)	determinant
Trevor	Maxine Caulfield	Caught in the Storm, sacrificed alongside Arcadia Bay by Maxine Caulfield (dependent on player choice)	determinant
Truck Driver	Maxine Caulfield	Caught in the Storm, sacrificed alongside Arcadia Bay by Maxine Caulfield (dependent on player choice)	determinant
Victoria Chase	Mark Jefferson	Murdered by Mark Jefferson (dependent on player choice, then rewound by Maxine Caulfield)	undone
Warren Graham		Caught in the explosion of the Two Whales Diner during the Storm (rewound by Maxine Caulfield)	undone
Warren Graham	Maxine Caulfield	Caught in the Storm, sacrificed alongside Arcadia Bay by Maxine Caulfield (dependent on player choice)	determinant
Weird Lady	Maxine Caulfield	Caught in the Storm, sacrificed alongside Arcadia Bay by Maxine Caulfield (dependent on player choice)	determinant
William Price		Died in a car crash	
Zachary Riggins	Maxine Caulfield	Caught in the Storm, sacrificed alongside Arcadia Bay by Maxine Caulfield (dependent on player choice)	determinant
